"lab","polarity","rt_local","rt_aligned"
"afekta","neg",117.980949949948,120.295565397052
"afekta","neg",118.522263263262,120.880108788221
"afekta","neg",119.063576576575,121.463385388979
"afekta","neg",119.604889889888,122.045406684959
"afekta","neg",120.146203203201,122.626184199631
"afekta","neg",120.687516516515,123.205729456466
"afekta","neg",121.228829829828,123.784053978937
"afekta","neg",121.770143143141,124.361169290514
"afekta","neg",122.311456456455,124.937086914668
"afekta","neg",122.852769769768,125.511818374871
"afekta","neg",123.394083083081,126.085375194594
"afekta","neg",123.935396396395,126.657768897308
"afekta","neg",124.476709709708,127.229011006485
"afekta","neg",125.018023023021,127.799113045596
"afekta","neg",125.559336336334,128.368086538112
"afekta","neg",126.100649649648,128.935943007504
"afekta","neg",126.641962962961,129.502693977245
"afekta","neg",127.183276276274,130.068350970804
"afekta","neg",127.724589589588,130.632925511653
"afekta","neg",128.265902902901,131.196429123264
"afekta","neg",128.807216216214,131.758873329108
"afekta","neg",129.348529529528,132.320269652655
"afekta","neg",129.889842842841,132.880629617379
"afekta","neg",130.431156156154,133.439964746748
"afekta","neg",130.972469469468,133.998286564236
"afekta","neg",131.513782782781,134.555606593313
"afekta","neg",132.055096096094,135.11193635745
"afekta","neg",132.596409409407,135.667287380119
"afekta","neg",133.137722722721,136.221671184792
"afekta","neg",133.679036036034,136.775099294938
"afekta","neg",134.220349349347,137.32758323403
"afekta","neg",134.761662662661,137.879134525539
"afekta","neg",135.302975975974,138.429764692936
"afekta","neg",135.844289289287,138.979485259693
"afekta","neg",136.385602602601,139.52830774928
"afekta","neg",136.926915915914,140.076243685169
"afekta","neg",137.468229229227,140.623304590832
"afekta","neg",138.00954254254,141.169501989738
"afekta","neg",138.550855855854,141.714847405361
"afekta","neg",139.092169169167,142.259352361171
"afekta","neg",139.63348248248,142.803028380639
"afekta","neg",140.174795795794,143.345886987237
"afekta","neg",140.716109109107,143.887939704436
"afekta","neg",141.25742242242,144.429198055707
"afekta","neg",141.798735735734,144.969673564521
"afekta","neg",142.340049049047,145.50937775435
"afekta","neg",142.88136236236,146.048322148665
"afekta","neg",143.422675675674,146.586518270938
"afekta","neg",143.963988988987,147.123977644639
