"mixture","lab","polarity","xcms_fts","compound","inchikey_2d","rt_sec","ionMass","adduct","cosmic"
"2.5","afekta","pos","12","cis-4-hydroxy-D-proline","PMMYEEVYMWASQN",27.1485,154.046905517578,"[M + Na]+",0.75358888565901
"2.5","afekta","pos","12","5-aminolevulinic acid","ZGXJTSGNIOSYLO",27.1485,154.046905517578,"[M + Na]+",0.75358888565901
"2.5","afekta","pos","15","N-carbamoyl-beta-alanine","JSJWCHRYRHKBBW",30.855,133.060211181641,"[M + H]+",0.0347037329737855
"2.5","afekta","pos","17","hypoxanthine","FDGQSTZJBFJUBT",32.40000195312,137.045555114746,"[M + H]+",0.825207284223676
"2.5","afekta","pos","38","2-phenylethylamine","BHHGXPLMPWCGHP",77.01350000001,122.095887472463,"[M + H]+",0.835154922494235
"2.5","afekta","pos","44","2-phenylethylamine","BHHGXPLMPWCGHP",95.3025,122.095887472463,"[M + H]+",0.144217686943717
"2.5","afekta","pos","91","xanthurenic acid","FBZONXHGGPHHIY",217.71699999999,206.043670654297,"[M + H]+",0.444641274213329
"2.5","afekta","neg","379","D-glyceric acid","RBNPOMFGQQGHHO",27.57650000001,105.018549601237,"[M - H]-",0.709878164283531
"2.5","afekta","neg","382","N-carbamoyl-beta-alanine","JSJWCHRYRHKBBW",31.7625,131.045318603516,"[M - H]-",0.148885302288061
"2.5","afekta","neg","429","xanthurenic acid","FBZONXHGGPHHIY",159.40450000002,204.028791427612,"[M - H]-",0.251732453560658
"2.5","cembio","pos","217","N-carbamoyl-beta-alanine","JSJWCHRYRHKBBW",8.607,133.061706542969,"[M + H]+",0.017826753123272
"2.5","cembio","pos","219","pyridoxal","RADKZDMFGJYCBB",10.599,168.065902709961,"[M + H]+",0.130609627604228
"2.5","cembio","pos","226","N-carbamoyl-beta-alanine","JSJWCHRYRHKBBW",17.574,155.042495727539,"[M + Na]+",0.0308594134174791
"2.5","cembio","pos","228","2-phenylethylamine","BHHGXPLMPWCGHP",20.28,122.096496582031,"[M + H]+",0.0950495165979134
"2.5","cembio","pos","231","5-aminolevulinic acid","ZGXJTSGNIOSYLO",23.26900000002,132.065795898438,"[M + H]+",0.343002544821041
"2.5","cembio","pos","231","cis-4-hydroxy-D-proline","PMMYEEVYMWASQN",23.26900000002,132.065795898438,"[M + H]+",0.343002544821041
"2.5","cembio","pos","232","N-carbamoyl-beta-alanine","JSJWCHRYRHKBBW",24.26500000002,133.061706542969,"[M + H]+",0.0501470551928829
"2.5","cembio","pos","235","pyridoxal","RADKZDMFGJYCBB",27.25399999998,168.065902709961,"[M + H]+",0.878212389957452
"2.5","cembio","pos","238","5-oxo-L-proline","ODHCTXKNWHHXJC",30.243,152.032196044922,"[M + Na]+",0.064488103247754
"2.5","cembio","pos","243","N-carbamoyl-beta-alanine","JSJWCHRYRHKBBW",35.22499999998,155.042495727539,"[M + Na]+",0.0769166699657623
"2.5","cembio","pos","245","2-phenylethylamine","BHHGXPLMPWCGHP",37.93099999998,122.096496582031,"[M + H]+",0.176974500894903
"2.5","cembio","pos","246","picolinic acid","SIOXPEMLGUPBBT",38.92699999998,124.039398193359,"[M + H]+",0.859633468159178
"2.5","cembio","pos","248","5-aminolevulinic acid","ZGXJTSGNIOSYLO",40.92,132.065795898438,"[M + H]+",0.379203876261729
"2.5","cembio","pos","248","cis-4-hydroxy-D-proline","PMMYEEVYMWASQN",40.92,132.065795898438,"[M + H]+",0.379203876261729
"2.5","cembio","pos","249","N-carbamoyl-beta-alanine","JSJWCHRYRHKBBW",41.916,133.061706542969,"[M + H]+",0.47827486506596
"2.5","cembio","pos","250","hypoxanthine","FDGQSTZJBFJUBT",42.912,137.0458984375,"[M + H]+",0.816156165672738
"2.5","cembio","pos","252","pyridoxal","RADKZDMFGJYCBB",44.90500000002,168.065902709961,"[M + H]+",0.879310900746355
"2.5","cembio","pos","253","inosine","UGQMRVRMYYASKQ",45.90100000002,269.088195800781,"[M + H]+",0.881050350480366
"2.5","cembio","pos","258","picolinic acid","SIOXPEMLGUPBBT",50.883,146.019897460938,"[M + Na]+",0.0408145810942554
"2.5","cembio","pos","259","5-aminolevulinic acid","ZGXJTSGNIOSYLO",51.879,154.048095703125,"[M + Na]+",0.0270260376279456
"2.5","cembio","pos","261","pyridin-2-ol","UBQKCCHYAOITMY",54.585,96.044403076172,"[M + H]+",0.68103638972469
"2.5","cembio","pos","262","2-phenylethylamine","BHHGXPLMPWCGHP",55.58200000002,122.096496582031,"[M + H]+",0.961218081545089
"2.5","cembio","pos","263","picolinic acid","SIOXPEMLGUPBBT",56.57800000002,124.039398193359,"[M + H]+",0.801948929259123
"2.5","cembio","pos","266","N-carbamoyl-beta-alanine","JSJWCHRYRHKBBW",59.56699999998,133.061706542969,"[M + H]+",0.026757544639388
"2.5","cembio","pos","267","hypoxanthine","FDGQSTZJBFJUBT",60.56299999998,137.0458984375,"[M + H]+",0.85286809742573
"2.5","cembio","pos","268","5-hydroxymethyl-2-furoic acid","PCSKKIUURRTAEM",61.56,143.034896850586,"[M + H]+",0.718367306691499
"2.5","cembio","pos","269","pyridoxal","RADKZDMFGJYCBB",62.556,168.065902709961,"[M + H]+",0.886108750393399
"2.5","cembio","pos","276","5-aminolevulinic acid","ZGXJTSGNIOSYLO",69.52999999998,154.048095703125,"[M + Na]+",0.0740765002144773
"2.5","cembio","pos","278","pyridin-2-ol","UBQKCCHYAOITMY",72.237,96.044403076172,"[M + H]+",0.68205596621116
"2.5","cembio","pos","279","2-phenylethylamine","BHHGXPLMPWCGHP",73.233,122.096496582031,"[M + H]+",0.908075480834071
"2.5","cembio","pos","280","picolinic acid","SIOXPEMLGUPBBT",74.229,124.039398193359,"[M + H]+",0.752875150814735
"2.5","cembio","pos","282","5-aminolevulinic acid","ZGXJTSGNIOSYLO",76.22200000002,132.065795898438,"[M + H]+",0.0321134608720276
"2.5","cembio","pos","283","N-carbamoyl-beta-alanine","JSJWCHRYRHKBBW",77.21800000002,133.061706542969,"[M + H]+",0.119800884839978
"2.5","cembio","pos","285","hypoxanthine","FDGQSTZJBFJUBT",79.21099999998,137.0458984375,"[M + H]+",0.833624653639242
"2.5","cembio","pos","286","5-hydroxymethyl-2-furoic acid","PCSKKIUURRTAEM",80.20699999998,143.034896850586,"[M + Na]+",0.00787447377220794
"2.5","cembio","pos","287","pyridoxal","RADKZDMFGJYCBB",81.20299999998,168.065902709961,"[M + H]+",0.756307054745842
"2.5","cembio","pos","288","N-acetyl-L-valine","IHYJTAOFMMMOPX",82.2,160.096893310547,"[M + H]+",0.458466905642408
"2.5","cembio","pos","296","5-aminolevulinic acid","ZGXJTSGNIOSYLO",90.16999999998,154.048095703125,"[M + H]+",0.140178819902856
"2.5","cembio","pos","298","pyridin-2-ol","UBQKCCHYAOITMY",92.877,96.044403076172,"[M + H]+",0.663182494508887
"2.5","cembio","pos","299","2-phenylethylamine","BHHGXPLMPWCGHP",93.873,122.096496582031,"[M + H]+",0.899402215083232
"2.5","cembio","pos","305","xanthurenic acid","FBZONXHGGPHHIY",99.85099999998,206.045104980469,"[M + H]+",0.385877588857129
"2.5","cembio","pos","312","N-acetyl-L-valine","IHYJTAOFMMMOPX",106.82599999998,182.078796386719,"[M + Na]+",0.314838167789573
"2.5","cembio","pos","313","2-phenylethylamine","BHHGXPLMPWCGHP",108.53599999998,122.096496582031,"[M + H]+",0.867077456527743
"2.5","cembio","pos","315","Phenylglyoxal","OJUGVDODNPJEEC",110.52799999998,135.044006347656,"[M + H]+",0.16935214968527
"2.5","cembio","pos","318","N-acetyl-L-valine","IHYJTAOFMMMOPX",113.517,160.096893310547,"[M + H]+",0.0278405463486217
"2.5","cembio","pos","326","N-acetyl-L-valine","IHYJTAOFMMMOPX",121.488,182.078796386719,"[M + Na]+",0.888075785077092
"2.5","cembio","pos","327","2-phenylethylamine","BHHGXPLMPWCGHP",123.198,122.096496582031,"[M + H]+",0.799333383939316
"2.5","cembio","pos","329","Phenylglyoxal","OJUGVDODNPJEEC",125.19100000002,135.044006347656,"[M + H]+",0.0472139102132159
"2.5","cembio","pos","332","N-acetyl-L-valine","IHYJTAOFMMMOPX",128.1799921875,160.096893310547,"[M + H]+",0.958301287700492
"2.5","cembio","pos","333","xanthurenic acid","FBZONXHGGPHHIY",129.1759921875,206.045104980469,"[M + H]+",0.75566752556823
"2.5","cembio","pos","338","5-hydroxymethyl-2-furoic acid","PCSKKIUURRTAEM",134.157,165.015899658203,"[M + Na]+",0.0202123642856241
"2.5","cembio","pos","341","2-phenylethylamine","BHHGXPLMPWCGHP",137.859,122.096496582031,"[M + H]+",0.867008917362436
"2.5","cembio","pos","344","N-acetyl-L-valine","IHYJTAOFMMMOPX",140.84800000002,160.096893310547,"[M + H]+",0.869843053074156
"2.5","cembio","pos","345","xanthurenic acid","FBZONXHGGPHHIY",141.84400000002,206.045104980469,"[M + H]+",0.700025957119165
"2.5","cembio","pos","349","2-phenylethylamine","BHHGXPLMPWCGHP",146.54299999998,122.096496582031,"[M + H]+",0.632246376780352
"2.5","cembio","pos","352","N-acetyl-L-valine","IHYJTAOFMMMOPX",149.532,160.096893310547,"[M + H]+",0.655396937944638
"2.5","cembio","pos","353","xanthurenic acid","FBZONXHGGPHHIY",150.528,206.045104980469,"[M + H]+",0.682023896083139
"2.5","cembio","pos","357","2-phenylethylamine","BHHGXPLMPWCGHP",155.226,122.096496582031,"[M + H]+",0.807483276601882
"2.5","cembio","pos","358","Phenylglyoxal","OJUGVDODNPJEEC",156.22300000002,135.044006347656,"[M + Na]+",0.044623760896305
"2.5","cembio","pos","360","N-acetyl-L-valine","IHYJTAOFMMMOPX",158.21500000002,160.096893310547,"[M + H]+",0.645997270226403
"2.5","cembio","pos","361","xanthurenic acid","FBZONXHGGPHHIY",159.21199999998,206.045104980469,"[M + H]+",0.739226064811918
"2.5","cembio","pos","365","Phenylglyoxal","OJUGVDODNPJEEC",163.90999999998,135.044006347656,"[M + H]+",0.0810019050120614
"2.5","cembio","pos","367","N-acetyl-L-valine","IHYJTAOFMMMOPX",165.903,160.096893310547,"[M + H]+",0.560087739029326
"2.5","cembio","pos","368","xanthurenic acid","FBZONXHGGPHHIY",166.899,206.045104980469,"[M + H]+",0.560514977101609
"2.5","cembio","pos","371","N-acetyl-L-valine","IHYJTAOFMMMOPX",169.88800000002,182.078796386719,"[M + Na]+",0.156355425681803
"2.5","cembio","pos","372","Phenylglyoxal","OJUGVDODNPJEEC",171.59899999998,135.044006347656,"[M + H]+",0.110791245893111
"2.5","cembio","pos","374","N-acetyl-L-valine","IHYJTAOFMMMOPX",173.59099999998,160.096893310547,"[M + H]+",0.437581205586535
"2.5","cembio","pos","375","xanthurenic acid","FBZONXHGGPHHIY",174.588,206.045104980469,"[M + H]+",0.717607279060227
"2.5","cembio","pos","378","N-acetyl-L-valine","IHYJTAOFMMMOPX",177.57700000002,182.078796386719,"[M + Na]+",0.0460120219585088
"2.5","cembio","pos","379","3-hydroxybenzoic acid","IJFXRHURBJZNAO",179.286,139.039001464844,"[M + H]+",0.679622430915162
"2.5","cembio","pos","380","N-acetyl-L-valine","IHYJTAOFMMMOPX",180.282,160.096893310547,"[M + H]+",0.52939862222133
"2.5","cembio","pos","381","xanthurenic acid","FBZONXHGGPHHIY",181.278,206.045104980469,"[M + H]+",0.686824719341665
"2.5","cembio","pos","382","3-hydroxybenzoic acid","IJFXRHURBJZNAO",182.27500000002,161.019195556641,"[M + Na]+",0.0489311612806762
"2.5","cembio","pos","385","3-hydroxybenzoic acid","IJFXRHURBJZNAO",185.97799999998,139.039001464844,"[M + H]+",0.10628007348205
"2.5","cembio","pos","387","xanthurenic acid","FBZONXHGGPHHIY",187.96999999998,206.045104980469,"[M + H]+",0.633799778424898
"2.5","cembio","pos","391","3-hydroxybenzoic acid","IJFXRHURBJZNAO",192.669,139.039001464844,"[M + H]+",0.0583383111159403
"2.5","cembio","pos","392","xanthurenic acid","FBZONXHGGPHHIY",193.665,206.045104980469,"[M + H]+",0.641652781072034
"2.5","cembio","pos","399","3-hydroxybenzoic acid","IJFXRHURBJZNAO",202.065,139.039001464844,"[M + H]+",0.0469870401219854
"2.5","cembio","pos","400","xanthurenic acid","FBZONXHGGPHHIY",203.06200000002,206.045104980469,"[M + H]+",0.318496804538681
"2.5","cembio","pos","404","xanthurenic acid","FBZONXHGGPHHIY",207.76000000002,206.045104980469,"[M + H]+",0.478274408528823
"2.5","cembio","pos","435","3-hydroxybenzoic acid","IJFXRHURBJZNAO",249.345,139.039001464844,"[M + H]+",0.111157689117963
"2.5","cembio","pos","447","3-hydroxybenzoic acid","IJFXRHURBJZNAO",265.58200000002,139.039001464844,"[M + H]+",0.0480221645640077
"2.5","cembio","pos","457","trans-cinnamic acid","WBYWAXJHAXSJNI",351.24499999998,149.059799194336,"[M + H]+",0.153552974630044
"2.5","cembio","neg","4","5-oxo-L-proline","ODHCTXKNWHHXJC",6.585,128.035400390625,"[M - H]-",0.112267229493282
"2.5","cembio","neg","9","N-carbamoyl-beta-alanine","JSJWCHRYRHKBBW",11.56699999998,131.046401977539,"[M - H]-",0.0756230712468217
"2.5","cembio","neg","18","hypoxanthine","FDGQSTZJBFJUBT",21.24700000002,135.031204223633,"[M - H]-",0.215250739310975
"2.5","cembio","neg","25","D-ribofuranose","HMFHBZSHGGEWLO",28.935,149.045394897461,"[M - H]-",0.32169404092142
"2.5","cembio","neg","26","inosine","UGQMRVRMYYASKQ",29.931,267.073699951172,"[M - H]-",0.508290871929881
"2.5","cembio","neg","27","pyridoxal","RADKZDMFGJYCBB",30.927,166.05110168457,"[M - H]-",0.407888598106843
"2.5","cembio","neg","28","5-oxo-L-proline","ODHCTXKNWHHXJC",31.92400000002,128.035400390625,"[M - H]-",0.959994960653977
"2.5","cembio","neg","29","5-hydroxymethyl-2-furoic acid","PCSKKIUURRTAEM",32.92000000002,141.019393920898,"[M - H]-",0.0598493396947194
"2.5","cembio","neg","30","hypoxanthine","FDGQSTZJBFJUBT",33.91600000002,135.031204223633,"[M - H]-",0.267935821070992
"2.5","cembio","neg","32","D-glyceric acid","RBNPOMFGQQGHHO",35.90899999998,105.019302368164,"[M - H]-",0.776550188536753
"2.5","cembio","neg","34","oxalic acid","MUBZPKHOEPUJKR",37.902,88.987998962402,"[M - H]-",0.148868520135299
"2.5","cembio","neg","38","inosine","UGQMRVRMYYASKQ",42.6,267.073699951172,"[M - H]-",0.511243528467279
"2.5","cembio","neg","39","pyridoxal","RADKZDMFGJYCBB",43.59700000002,166.05110168457,"[M - H]-",0.0166224737453687
"2.5","cembio","neg","42","hypoxanthine","FDGQSTZJBFJUBT",46.58500000002,135.031204223633,"[M - H]-",0.156493862154057
"2.5","cembio","neg","43","cis-4-hydroxy-D-proline","PMMYEEVYMWASQN",47.58199999998,130.050994873047,"[M - H]-",0.475862279978246
"2.5","cembio","neg","43","5-aminolevulinic acid","ZGXJTSGNIOSYLO",47.58199999998,130.050994873047,"[M - H]-",0.475862279978246
"2.5","cembio","neg","44","D-glyceric acid","RBNPOMFGQQGHHO",48.57799999998,105.019302368164,"[M - H]-",0.557456738196994
"2.5","cembio","neg","45","N-carbamoyl-beta-alanine","JSJWCHRYRHKBBW",49.57399999998,131.046401977539,"[M - H]-",0.550035142013284
"2.5","cembio","neg","49","D-ribofuranose","HMFHBZSHGGEWLO",54.27400000002,149.045394897461,"[M - H]-",0.0650077152779021
"2.5","cembio","neg","50","inosine","UGQMRVRMYYASKQ",55.27000000002,267.073699951172,"[M - H]-",0.445895880155396
"2.5","cembio","neg","51","pyridoxal","RADKZDMFGJYCBB",56.26600000002,166.05110168457,"[M - H]-",0.462950964141725
"2.5","cembio","neg","52","5-oxo-L-proline","ODHCTXKNWHHXJC",57.26200000002,128.035400390625,"[M - H]-",0.862293523909674
"2.5","cembio","neg","53","5-hydroxymethyl-2-furoic acid","PCSKKIUURRTAEM",58.25899999998,141.019393920898,"[M - H]-",0.439120314747817
"2.5","cembio","neg","54","hypoxanthine","FDGQSTZJBFJUBT",59.25499999998,135.031204223633,"[M - H]-",0.405000175882413
"2.5","cembio","neg","55","cis-4-hydroxy-D-proline","PMMYEEVYMWASQN",60.25099999998,130.050994873047,"[M - H]-",0.105319084495363
"2.5","cembio","neg","55","5-aminolevulinic acid","ZGXJTSGNIOSYLO",60.25099999998,130.050994873047,"[M - H]-",0.105319084495363
"2.5","cembio","neg","56","D-glyceric acid","RBNPOMFGQQGHHO",61.248,105.019302368164,"[M - H]-",0.531350194980911
"2.5","cembio","neg","57","N-carbamoyl-beta-alanine","JSJWCHRYRHKBBW",62.244,131.046401977539,"[M - H]-",0.173673526848629
"2.5","cembio","neg","58","oxalic acid","MUBZPKHOEPUJKR",63.24,88.987998962402,"[M - H]-",0.0608116235444659
"2.5","cembio","neg","64","5-oxo-L-proline","ODHCTXKNWHHXJC",69.933,128.035400390625,"[M - H]-",0.0495785916472123
"2.5","cembio","neg","65","5-hydroxymethyl-2-furoic acid","PCSKKIUURRTAEM",70.929,141.019393920898,"[M - H]-",0.336789340478607
"2.5","cembio","neg","66","hypoxanthine","FDGQSTZJBFJUBT",71.925,135.031204223633,"[M - H]-",0.20606188190532
"2.5","cembio","neg","70","N-carbamoyl-beta-alanine","JSJWCHRYRHKBBW",75.91000000002,131.046401977539,"[M - H]-",0.308388497415612
"2.5","cembio","neg","78","5-hydroxymethyl-2-furoic acid","PCSKKIUURRTAEM",84.59500000002,141.019393920898,"[M - H]-",0.209417272725232
"2.5","cembio","neg","82","D-glyceric acid","RBNPOMFGQQGHHO",88.57999999998,105.019302368164,"[M - H]-",0.570214165217412
"2.5","cembio","neg","83","N-carbamoyl-beta-alanine","JSJWCHRYRHKBBW",89.577,131.046401977539,"[M - H]-",0.168337415303228
"2.5","cembio","neg","91","N-acetyl-L-valine","IHYJTAOFMMMOPX",98.26000000002,158.082305908203,"[M - H]-",0.214238810800408
"2.5","cembio","neg","95","5-hydroxymethyl-2-furoic acid","PCSKKIUURRTAEM",102.95899999998,141.019393920898,"[M - H]-",0.0264841699261048
"2.5","cembio","neg","101","5-hydroxymethyl-2-furoic acid","PCSKKIUURRTAEM",109.65,141.019393920898,"[M - H]-",0.0341661933572387
"2.5","cembio","neg","109","N-acetyl-L-valine","IHYJTAOFMMMOPX",118.33399999998,158.082305908203,"[M - H]-",0.833722775046364
"2.5","cembio","neg","115","N-acetyl-L-valine","IHYJTAOFMMMOPX",125.025,158.082305908203,"[M - H]-",0.804588884695684
"2.5","cembio","neg","118","xanthurenic acid","FBZONXHGGPHHIY",128.72700781248,204.030395507813,"[M - H]-",0.602311755955702
"2.5","cembio","neg","119","N-acetyl-L-valine","IHYJTAOFMMMOPX",129.72300781248,158.082305908203,"[M - H]-",0.844680100339595
"2.5","cembio","neg","122","xanthurenic acid","FBZONXHGGPHHIY",133.42699999998,204.030395507813,"[M - H]-",0.613050576183399
"2.5","cembio","neg","123","N-acetyl-L-valine","IHYJTAOFMMMOPX",134.42299999998,158.082305908203,"[M - H]-",0.669360109172379
"2.5","cembio","neg","126","xanthurenic acid","FBZONXHGGPHHIY",138.12499999998,204.030395507813,"[M - H]-",0.597338940104561
"2.5","cembio","neg","127","N-acetyl-L-valine","IHYJTAOFMMMOPX",139.12099999998,158.082305908203,"[M - H]-",0.822807464989279
"2.5","cembio","neg","130","xanthurenic acid","FBZONXHGGPHHIY",142.82299999998,204.030395507813,"[M - H]-",0.566519243038192
"2.5","cembio","neg","131","N-acetyl-L-valine","IHYJTAOFMMMOPX",143.82,158.082305908203,"[M - H]-",0.763400956713624
"2.5","cembio","neg","133","3-hydroxybenzoic acid","IJFXRHURBJZNAO",146.52499999998,137.024398803711,"[M - H]-",0.433684672065329
"2.5","cembio","neg","134","xanthurenic acid","FBZONXHGGPHHIY",147.522,204.030395507813,"[M - H]-",0.52671930466397
"2.5","cembio","neg","137","3-hydroxybenzoic acid","IJFXRHURBJZNAO",151.224,137.024398803711,"[M - H]-",0.0886323941797887
"2.5","cembio","neg","138","xanthurenic acid","FBZONXHGGPHHIY",152.22,204.030395507813,"[M - H]-",0.654547995854181
"2.5","cembio","neg","139","N-acetyl-L-valine","IHYJTAOFMMMOPX",153.21700000002,158.082305908203,"[M - H]-",0.795144871972337
"2.5","cembio","neg","141","3-hydroxybenzoic acid","IJFXRHURBJZNAO",155.922,137.024398803711,"[M - H]-",0.522063708452364
"2.5","cembio","neg","142","xanthurenic acid","FBZONXHGGPHHIY",156.918,204.030395507813,"[M - H]-",0.433268928793451
"2.5","cembio","neg","143","N-acetyl-L-valine","IHYJTAOFMMMOPX",157.91500000002,158.082305908203,"[M - H]-",0.327285499161895
"2.5","cembio","neg","145","3-hydroxybenzoic acid","IJFXRHURBJZNAO",160.62100000002,137.024398803711,"[M - H]-",0.0499114707331793
"2.5","cembio","neg","146","xanthurenic acid","FBZONXHGGPHHIY",161.61700000002,204.030395507813,"[M - H]-",0.397193249838531
"2.5","cembio","neg","147","N-acetyl-L-valine","IHYJTAOFMMMOPX",162.61300000002,158.082305908203,"[M - H]-",0.5609884378478
"2.5","cembio","neg","150","xanthurenic acid","FBZONXHGGPHHIY",166.31500000002,204.030395507813,"[M - H]-",0.561789540150962
"2.5","cembio","neg","153","3-hydroxybenzoic acid","IJFXRHURBJZNAO",170.01799999998,137.024398803711,"[M - H]-",0.397680623192374
"2.5","cembio","neg","154","xanthurenic acid","FBZONXHGGPHHIY",171.01399999998,204.030395507813,"[M - H]-",0.41931343826319
"2.5","cembio","neg","155","N-acetyl-L-valine","IHYJTAOFMMMOPX",172.00999999998,158.082305908203,"[M - H]-",0.555792102212772
"2.5","cembio","neg","161","3-hydroxybenzoic acid","IJFXRHURBJZNAO",179.41399999998,137.024398803711,"[M - H]-",0.483632059769554
"2.5","cembio","neg","162","xanthurenic acid","FBZONXHGGPHHIY",180.411,204.030395507813,"[M - H]-",0.362791962913978
"2.5","cembio","neg","165","3-hydroxybenzoic acid","IJFXRHURBJZNAO",184.113,137.024398803711,"[M - H]-",0.479357544740955
"2.5","cembio","neg","171","3-hydroxybenzoic acid","IJFXRHURBJZNAO",191.51800000002,137.024398803711,"[M - H]-",0.44050904484452
"2.5","cembio","neg","172","xanthurenic acid","FBZONXHGGPHHIY",192.51400000002,204.030395507813,"[M - H]-",0.472397407343395
"2.5","cembio","neg","174","3-hydroxybenzoic acid","IJFXRHURBJZNAO",195.22000000002,137.024398803711,"[M - H]-",0.432481255075114
"2.5","cembio","neg","177","3-hydroxybenzoic acid","IJFXRHURBJZNAO",198.92299999998,137.024398803711,"[M - H]-",0.462668744634153
"2.5","cembio","neg","178","xanthurenic acid","FBZONXHGGPHHIY",199.91899999998,204.030395507813,"[M - H]-",0.605648209666391
"2.5","cembio","neg","180","3-hydroxybenzoic acid","IJFXRHURBJZNAO",202.62499999998,137.024398803711,"[M - H]-",0.33533656796643
"2.5","cembio","neg","182","3-hydroxybenzoic acid","IJFXRHURBJZNAO",205.33099999998,137.024398803711,"[M - H]-",0.350326188076866
"2.5","cembio","neg","186","3-hydroxybenzoic acid","IJFXRHURBJZNAO",210.744,137.024398803711,"[M - H]-",0.591544867681156
"2.5","cembio","neg","192","3-hydroxybenzoic acid","IJFXRHURBJZNAO",218.86099999998,137.024398803711,"[M - H]-",0.30945095100506
"2.5","cembio","neg","202","3-hydroxybenzoic acid","IJFXRHURBJZNAO",232.39099999998,137.024398803711,"[M - H]-",0.298120407313416
"2.5","cembio","neg","206","3-hydroxybenzoic acid","IJFXRHURBJZNAO",237.80200000002,137.024398803711,"[M - H]-",0.569166344896111
"2.5","cembio","neg","208","3-hydroxybenzoic acid","IJFXRHURBJZNAO",240.50800000002,137.024398803711,"[M - H]-",0.397765848160314
"2.5","hmgu","pos","65","pyridin-2-ol","UBQKCCHYAOITMY",29.54350000002,96.044091942967,"[M + H]+",0.355796336776373
"2.5","hmgu","pos","66","pyridin-2-ol","UBQKCCHYAOITMY",30.204,96.043884963273,"[M + H]+",0.0702395533086593
"2.5","hmgu","pos","98","N-carbamoyl-beta-alanine","JSJWCHRYRHKBBW",52.78299999999,155.044110108524,"[M + Na]+",0.0263038096166326
"2.5","hmgu","pos","260","picolinic acid","SIOXPEMLGUPBBT",158.77099999998,124.037034598854,"[M + H]+",0.389879622989195
"2.5","hmgu","pos","342","picolinic acid","SIOXPEMLGUPBBT",215.61049999998,124.037545847384,"[M + H]+",0.366044143154652
"2.5","hmgu","pos","357","Phenylglyoxal","OJUGVDODNPJEEC",226.0605,135.043082783424,"[M + H]+",0.0486354290196032
"2.5","hmgu","pos","597","picolinic acid","SIOXPEMLGUPBBT",394.96699999998,124.037456121931,"[M + H]+",0.442109731680111
"2.5","hmgu","pos","626","trans-cinnamic acid","WBYWAXJHAXSJNI",415.55499999999,149.058708019386,"[M + H]+",0.0864552133880528
"2.5","hmgu","pos","958","trans-cinnamic acid","WBYWAXJHAXSJNI",641.394,149.059118088462,"[M + H]+",0.107247940733753
"2.5","hmgu","pos","1051","picolinic acid","SIOXPEMLGUPBBT",697.86700000002,124.038013801871,"[M + H]+",0.321804338807216
"2.5","hmgu","neg","1136","picolinic acid","SIOXPEMLGUPBBT",27.91249999998,122.024347110863,"[M - H]-",0.316548365945573
"2.5","hmgu","neg","1137","picolinic acid","SIOXPEMLGUPBBT",28.59999999999,122.024276657796,"[M - H]-",0.202134084940873
"2.5","hmgu","neg","1139","picolinic acid","SIOXPEMLGUPBBT",30.11149999998,122.024294636474,"[M - H]-",0.31678897116495
"2.5","hmgu","neg","1140","picolinic acid","SIOXPEMLGUPBBT",30.86199999999,122.024450683367,"[M - H]-",0.138736845841903
"2.5","hmgu","neg","1141","picolinic acid","SIOXPEMLGUPBBT",31.548,122.023994554311,"[M - H]-",0.0387989965985651
"2.5","hmgu","neg","1142","picolinic acid","SIOXPEMLGUPBBT",32.26750000002,122.024358300311,"[M - H]-",0.381337823826945
"2.5","hmgu","neg","1143","picolinic acid","SIOXPEMLGUPBBT",32.96749999998,122.024248123007,"[M - H]-",0.273132204931112
"2.5","hmgu","neg","1144","picolinic acid","SIOXPEMLGUPBBT",33.65950000002,122.024268964216,"[M - H]-",0.287039419741696
"2.5","hmgu","neg","1145","picolinic acid","SIOXPEMLGUPBBT",34.36750000002,122.024379035209,"[M - H]-",0.328947206409235
"2.5","hmgu","neg","1147","picolinic acid","SIOXPEMLGUPBBT",35.7825,122.024218054071,"[M - H]-",0.287880623050017
"2.5","hmgu","neg","1200","N-acetyl-L-valine","IHYJTAOFMMMOPX",71.19199999998,158.080514941433,"[M - H]-",0.673718295960328
"2.5","hmgu","neg","1268","N-acetyl-L-valine","IHYJTAOFMMMOPX",114.876,158.081658604274,"[M - H]-",0.441478859177679
"2.5","hmgu","neg","1347","3-hydroxybenzoic acid","IJFXRHURBJZNAO",162.74499999999,137.022698444514,"[M - H]-",0.101699210577094
"2.5","hmgu","neg","1353","Phenylglyoxal","OJUGVDODNPJEEC",166.99150000002,133.027729811538,"[M - H]-",0.0685862747487188
"2.6","afekta","pos","12","5-aminopentanoic acid","JJMDCOVWQOJGCB",26.724,118.085570229424,"[M + H]+",0.504821410422496
"2.6","afekta","pos","81","3-methyladipic acid","SYEOWUNSTUDKGM",175.90399999998,161.079956054688,"[M + H]+",0.76002371569358
"2.6","afekta","pos","116","lipoamide","FCCDDURTIIUXBY",268.92349999998,228.047294616699,"[M + Na]+",0.759997054190434
"2.6","afekta","neg","399","2-oxoglutaric acid","KPGXRSRHYNQIFN",30.354,145.013000488281,"[M - H]-",0.527749403859826
"2.6","afekta","neg","414","4-hydroxyphenylpyruvic acid","KKADPXVIOXHVKN",66.95799999999,179.032979329427,"[M - H]-",0.481190470452526
