"mixture","lab","polarity","xcms_fts","compound","inchikey_2d","rt_sec","ionMass","adduct","cosmic"
"2.1","hmgu","neg","1318","3-hydroxybenzyl alcohol","OKVJCVWFVRATSG",122.34250000002,123.044538514155,"[M - H]-",0.673766090795735
"2.1","hmgu","neg","1319","3-hydroxybenzyl alcohol","OKVJCVWFVRATSG",122.988,123.044276749835,"[M - H]-",0.314784663021385
"2.1","hmgu","neg","1320","3-hydroxybenzyl alcohol","OKVJCVWFVRATSG",123.642,123.044574751367,"[M - H]-",0.136247035277726
"2.1","hmgu","neg","1326","5,6-dihydroxyindole","SGNZYJXNUURYCH",126.993,148.040448481997,"[M - H]-",0.328287974295463
"2.1","hmgu","neg","1328","5,6-dihydroxyindole","SGNZYJXNUURYCH",128.20699999998,148.03974740746,"[M - H]-",0.436493815533689
"2.1","hmgu","neg","1414","5-aminoimidazole-4-carboxamide","DVNYTAVYBRSTGK",175.59400000002,125.045875287172,"[M - H]-",0.365733325620266
"2.1","hmgu","neg","1417","5-aminoimidazole-4-carboxamide","DVNYTAVYBRSTGK",177.501,125.046085439014,"[M - H]-",0.0307764896374196
"2.1","hmgu","neg","1445","Gly-Phe","JBCLFWXMTIKCCB",196.197,221.091572115496,"[M - H]-",0.768419727147332
"2.1","hmgu","neg","1446","2,4-dihydroxypyrimidine-5-carboxylic acid","ZXYAAVBXHKCJJB",196.88900000001,155.010049537928,"[M - H]-",0.29230461780079
"2.1","hmgu","neg","1481","5-aminoimidazole-4-carboxamide","DVNYTAVYBRSTGK",220.3215,125.044148500692,"[M - H]-",0.56180341521695
"2.1","hmgu","neg","1573","5-aminoimidazole-4-carboxamide","DVNYTAVYBRSTGK",282.58899999999,125.046033374439,"[M - H]-",0.211000774181323
"2.1","hmgu","neg","1641","L-phenylalanine","COLNVLDHVKWLRT",329.18300000001,164.071074647948,"[M - H]-",0.866260044140764
"2.2","afekta","pos","11","N,N-dimethyl-beta-alanine","JMOXSQYGVIXBBZ",24.342,118.085558361477,"[M + H]+",0.320255584653959
"2.2","afekta","pos","18","L-methionine","FFEARJCKVFRZRR",31.08549999999,150.057762145996,"[M + H]+",0.93048418327758
"2.2","afekta","pos","75","kynurenic acid","HCZHHEIFKROPDY",159.04000000002,190.049301147461,"[M + H]+",0.818813370715325
"2.2","afekta","pos","125","N,N-dimethyl-beta-alanine","JMOXSQYGVIXBBZ",277.53099999999,118.085558361477,"[M + H]+",0.370537687531791
"2.2","afekta","pos","209","N,N-dimethyl-beta-alanine","JMOXSQYGVIXBBZ",474.14350000002,118.085558361477,"[M + H]+",0.42076612082399
"2.2","afekta","pos","239","N,N-dimethyl-beta-alanine","JMOXSQYGVIXBBZ",533.61999999999,118.085558361477,"[M + H]+",0.185151210552741
"2.2","afekta","pos","240","N,N-dimethyl-beta-alanine","JMOXSQYGVIXBBZ",535.73350000002,118.085558361477,"[M + H]+",0.14929713718112
"2.2","afekta","pos","339","N,N-dimethyl-beta-alanine","JMOXSQYGVIXBBZ",771.19749999999,118.085558361477,"[M + H]+",0.133177038498304
"2.2","afekta","neg","417","N-acetyl-L-proline","GNMSLDIYJOSUSW",63.00999999999,156.065200805664,"[M - H]-",0.98486609191507
"2.2","afekta","neg","418","glutaric acid","JFCQEDHGNNZCLN",65.40050195313,131.033924102783,"[M - H]-",0.172273608996754
"2.2","afekta","neg","419","glutaric acid","JFCQEDHGNNZCLN",68.37400000002,131.033924102783,"[M - H]-",0.482895104682842
"2.2","afekta","neg","486","trans-3-coumaric acid","KKSDGJDHHZEWEP",232.5285,163.038630167643,"[M - H]-",0.328130527361308
"2.2","afekta","neg","489","5-methoxysalicylic acid","IZZIWIAOVZOBLF",240.26750000001,167.033147176107,"[M - H]-",0.177921736745544
"2.2","afekta","neg","493","5-methoxysalicylic acid","IZZIWIAOVZOBLF",246.77799999999,167.033147176107,"[M - H]-",0.159302460767265
"2.2","cembio","pos","348","L-methionine","FFEARJCKVFRZRR",5.56600000002,150.058502197266,"[M + H]+",0.286818184393553
"2.2","cembio","pos","366","5-oxo-L-proline","ODHCTXKNWHHXJC",25.63999999998,130.050003051758,"[M + H]+",0.799820574278035
"2.2","cembio","pos","374","5-oxo-L-proline","ODHCTXKNWHHXJC",34.323,130.050003051758,"[M + H]+",0.993519638123999
"2.2","cembio","pos","375","tyramine","DZGWFCGJZKJUFP",35.32000000002,138.091506958008,"[M + H]+",0.831796039694681
"2.2","cembio","pos","376","L-methionine","FFEARJCKVFRZRR",36.31600000002,150.058502197266,"[M + H]+",0.990222014434381
"2.2","cembio","pos","377","alloxanthine","HXNFUBHNUDHIGC",37.31200000002,153.041107177734,"[M + H]+",0.730093314077004
"2.2","cembio","pos","382","5-oxo-L-proline","ODHCTXKNWHHXJC",43.00699999998,130.050003051758,"[M + H]+",0.84618261671028
"2.2","cembio","pos","383","tyramine","DZGWFCGJZKJUFP",44.00299999998,138.091506958008,"[M + H]+",0.73841040752732
"2.2","cembio","pos","384","L-methionine","FFEARJCKVFRZRR",45,150.058502197266,"[M + H]+",0.897726620779956
"2.2","cembio","pos","385","alloxanthine","HXNFUBHNUDHIGC",45.996,153.041107177734,"[M + H]+",0.655447847711994
"2.2","cembio","pos","388","tyramine","DZGWFCGJZKJUFP",48.98500000002,160.07389831543,"[M + Na]+",0.0373934578481917
"2.2","cembio","pos","390","5-oxo-L-proline","ODHCTXKNWHHXJC",51.693,130.050003051758,"[M + H]+",0.678790197911636
"2.2","cembio","pos","391","tyramine","DZGWFCGJZKJUFP",52.69000000002,138.091506958008,"[M + H]+",0.523010622640157
"2.2","cembio","pos","392","L-methionine","FFEARJCKVFRZRR",53.68600000002,150.058502197266,"[M + H]+",0.886692644123143
"2.2","cembio","pos","408","tyramine","DZGWFCGJZKJUFP",71.05399999998,138.091506958008,"[M + H]+",0.0526955284546382
"2.2","cembio","pos","417","tyramine","DZGWFCGJZKJUFP",80.73400000002,138.091506958008,"[M + H]+",0.365022092039548
"2.2","cembio","pos","418","L-methionine","FFEARJCKVFRZRR",81.73000000002,150.058502197266,"[M + H]+",0.900509555113608
"2.2","cembio","pos","420","N-acetyl-L-proline","GNMSLDIYJOSUSW",83.72299999998,158.080200195313,"[M + H]+",0.994157654614342
"2.2","cembio","pos","425","5-oxo-L-proline","ODHCTXKNWHHXJC",89.418,130.050003051758,"[M + H]+",0.0265453431345921
"2.2","cembio","pos","426","tyramine","DZGWFCGJZKJUFP",90.41500000002,138.091506958008,"[M + H]+",0.265602307209436
"2.2","cembio","pos","427","L-methionine","FFEARJCKVFRZRR",91.41100000002,150.058502197266,"[M + H]+",0.747222464778983
"2.2","cembio","pos","429","N-acetyl-L-proline","GNMSLDIYJOSUSW",93.40399999998,158.080200195313,"[M + H]+",0.92574652276949
"2.2","cembio","pos","434","tyramine","DZGWFCGJZKJUFP",99.099,138.091506958008,"[M + H]+",0.552257226417297
"2.2","cembio","pos","436","N-acetyl-L-proline","GNMSLDIYJOSUSW",101.091,158.080200195313,"[M + H]+",0.856019514272228
"2.2","cembio","pos","441","tyramine","DZGWFCGJZKJUFP",106.78600000002,138.091506958008,"[M + H]+",0.276781305179138
"2.2","cembio","pos","445","3-iodo-L-tyrosine","UQTZMGFTRHFAAM",110.77099999998,307.977996826172,"[M + H]+",0.879951867951121
"2.2","cembio","pos","449","tyramine","DZGWFCGJZKJUFP",115.47,138.091506958008,"[M + H]+",0.181119807389586
"2.2","cembio","pos","453","3-iodo-L-tyrosine","UQTZMGFTRHFAAM",119.45500000002,307.977996826172,"[M + H]+",0.709573534624312
"2.2","cembio","pos","460","3-iodo-L-tyrosine","UQTZMGFTRHFAAM",127.143,307.977996826172,"[M + H]+",0.988731018691881
"2.2","cembio","pos","465","3-iodo-L-tyrosine","UQTZMGFTRHFAAM",132.837,307.977996826172,"[M + H]+",0.765677373071704
"2.2","cembio","pos","471","3-iodo-L-tyrosine","UQTZMGFTRHFAAM",139.52800000002,307.977996826172,"[M + H]+",0.717315700960676
"2.2","cembio","pos","474","N,N-dimethyl-beta-alanine","JMOXSQYGVIXBBZ",143.23099999998,118.086196899414,"[M + H]+",0.755518654632984
"2.2","cembio","pos","477","biotin","YBJHBAHKTGYVGT",146.22,245.095504760742,"[M + H]+",0.114536662130109
"2.2","cembio","pos","478","3-iodo-L-tyrosine","UQTZMGFTRHFAAM",147.216,307.977996826172,"[M + H]+",0.992931207889875
"2.2","cembio","pos","483","N,N-dimethyl-beta-alanine","JMOXSQYGVIXBBZ",152.91100000002,118.086196899414,"[M + H]+",0.759954048227514
"2.2","cembio","pos","484","kynurenic acid","HCZHHEIFKROPDY",153.90700000002,190.0498046875,"[M + H]+",0.498853365686146
"2.2","cembio","pos","488","N,N-dimethyl-beta-alanine","JMOXSQYGVIXBBZ",157.893,140.067901611328,"[M + Na]+",0.111152162918865
"2.2","cembio","pos","491","biotin","YBJHBAHKTGYVGT",160.88200000002,267.077209472656,"[M + Na]+",0.144343256663924
"2.2","cembio","pos","492","N,N-dimethyl-beta-alanine","JMOXSQYGVIXBBZ",162.59200000002,118.086196899414,"[M + H]+",0.758919462908059
"2.2","cembio","pos","493","kynurenic acid","HCZHHEIFKROPDY",163.58800000002,190.0498046875,"[M + Na]+",0.31358715894091
"2.2","cembio","pos","495","biotin","YBJHBAHKTGYVGT",165.58099999998,245.095504760742,"[M + H]+",0.0180976673317111
"2.2","cembio","pos","501","N,N-dimethyl-beta-alanine","JMOXSQYGVIXBBZ",172.272,118.086196899414,"[M + H]+",0.772172302099398
"2.2","cembio","pos","502","kynurenic acid","HCZHHEIFKROPDY",173.26900000002,190.0498046875,"[M + H]+",0.63777343287405
"2.2","cembio","pos","505","biotin","YBJHBAHKTGYVGT",176.25700000002,245.095504760742,"[M + Na]+",0.112738366498909
"2.2","cembio","pos","512","N,N-dimethyl-beta-alanine","JMOXSQYGVIXBBZ",183.945,118.086196899414,"[M + H]+",0.757573358414017
"2.2","cembio","pos","513","trans-3-coumaric acid","KKSDGJDHHZEWEP",184.941,165.054306030273,"[M + H]+",0.0960536271079187
"2.2","cembio","pos","514","kynurenic acid","HCZHHEIFKROPDY",185.937,190.0498046875,"[M + H]+",0.873423560004065
"2.2","cembio","pos","517","biotin","YBJHBAHKTGYVGT",188.92600000002,245.095504760742,"[M + H]+",0.0437761877099606
"2.2","cembio","pos","518","N,N-dimethyl-beta-alanine","JMOXSQYGVIXBBZ",189.92299999998,140.067901611328,"[M + Na]+",0.177545068944752
"2.2","cembio","pos","520","trans-3-coumaric acid","KKSDGJDHHZEWEP",191.91499999998,187.035995483398,"[M + Na]+",0.0258227797305858
"2.2","cembio","pos","524","N,N-dimethyl-beta-alanine","JMOXSQYGVIXBBZ",196.614,118.086196899414,"[M + H]+",0.765457736798244
"2.2","cembio","pos","525","trans-3-coumaric acid","KKSDGJDHHZEWEP",197.61,165.054306030273,"[M + H]+",0.122063596676352
"2.2","cembio","pos","529","biotin","YBJHBAHKTGYVGT",201.59500000002,245.095504760742,"[M + H]+",0.998063842231223
"2.2","cembio","pos","530","N,N-dimethyl-beta-alanine","JMOXSQYGVIXBBZ",202.59199999998,140.067901611328,"[M + Na]+",0.0316416119420415
"2.2","cembio","pos","536","N,N-dimethyl-beta-alanine","JMOXSQYGVIXBBZ",209.283,118.086196899414,"[M + H]+",0.758024436042659
"2.2","cembio","pos","542","biotin","YBJHBAHKTGYVGT",215.26099999998,245.095504760742,"[M + H]+",0.974207201678565
"2.2","cembio","pos","549","N,N-dimethyl-beta-alanine","JMOXSQYGVIXBBZ",222.94900000002,118.086196899414,"[M + H]+",0.757774476000099
"2.2","cembio","pos","554","N-acetyl-L-phenylalanine","CBQJSKKFNMDLON",227.931,208.097198486328,"[M + H]+",0.996385077709495
"2.2","cembio","pos","562","N,N-dimethyl-beta-alanine","JMOXSQYGVIXBBZ",236.61499999998,118.086196899414,"[M + H]+",0.756002110066327
"2.2","cembio","pos","566","N-acetyl-L-phenylalanine","CBQJSKKFNMDLON",240.6,208.097198486328,"[M + H]+",0.198233369548223
"2.2","cembio","pos","570","trans-3-coumaric acid","KKSDGJDHHZEWEP",244.58500000002,187.035995483398,"[M + Na]+",0.0953814241294305
"2.2","cembio","pos","572","biotin","YBJHBAHKTGYVGT",246.57799999998,267.077209472656,"[M + Na]+",0.03745466549265
"2.2","cembio","pos","573","N,N-dimethyl-beta-alanine","JMOXSQYGVIXBBZ",248.28799999998,118.086196899414,"[M + H]+",0.76603205098053
"2.2","cembio","pos","575","5-methoxysalicylic acid","IZZIWIAOVZOBLF",250.281,169.049392700195,"[M + H]+",0.428770727285493
"2.2","cembio","pos","577","N-acetyl-L-phenylalanine","CBQJSKKFNMDLON",252.27400000002,208.097198486328,"[M + H]+",0.0625556760426984
"2.2","cembio","pos","584","biotin","YBJHBAHKTGYVGT",259.24798437498,267.077209472656,"[M + Na]+",0.078165741263262
"2.2","cembio","pos","585","trans-3-coumaric acid","KKSDGJDHHZEWEP",260.958,165.054306030273,"[M + H]+",0.102439353955759
"2.2","cembio","pos","586","5-methoxysalicylic acid","IZZIWIAOVZOBLF",261.95401562502,169.049392700195,"[M + H]+",0.354145929743695
"2.2","cembio","pos","587","N-acetyl-L-phenylalanine","CBQJSKKFNMDLON",262.95,208.097198486328,"[M + H]+",0.947673918724245
"2.2","cembio","pos","591","trans-3-coumaric acid","KKSDGJDHHZEWEP",267.64900000002,165.054306030273,"[M + H]+",0.179647982799814
"2.2","cembio","pos","598","trans-3-coumaric acid","KKSDGJDHHZEWEP",275.337,165.054306030273,"[M + H]+",0.188422207186019
"2.2","cembio","pos","600","N-acetyl-L-phenylalanine","CBQJSKKFNMDLON",277.33000000002,208.097198486328,"[M + H]+",0.257305204842968
"2.2","cembio","pos","604","N-acetyl-L-phenylalanine","CBQJSKKFNMDLON",281.31499999998,230.078704833984,"[M + Na]+",0.0374320463685634
"2.2","cembio","pos","605","trans-3-coumaric acid","KKSDGJDHHZEWEP",283.02499999998,165.054306030273,"[M + H]+",0.191953005780696
"2.2","cembio","pos","607","N-acetyl-L-phenylalanine","CBQJSKKFNMDLON",285.01699999998,208.097198486328,"[M + H]+",0.153276355201387
"2.2","cembio","pos","612","trans-3-coumaric acid","KKSDGJDHHZEWEP",290.712,165.054306030273,"[M + H]+",0.0830978800928363
"2.2","cembio","pos","620","3,3',5-triiodo-L-thyronine","AUYYCJSJGJYCDS",299.39500000002,651.797790527344,"[M + H]+",0.565006791578475
"2.2","cembio","pos","624","3,3',5-triiodo-L-thyronine","AUYYCJSJGJYCDS",304.09399999998,651.797790527344,"[M + H]+",0.620472742853055
"2.2","cembio","pos","627","3,3',5-triiodo-L-thyronine","AUYYCJSJGJYCDS",307.797,651.797790527344,"[M + H]+",0.561737949371328
"2.2","cembio","pos","635","corticosterone","OMFXVFTZEKFJBZ",317.90800000002,347.221893310547,"[M + H]+",0.893535478811449
"2.2","cembio","pos","638","corticosterone","OMFXVFTZEKFJBZ",321.61000000002,347.221893310547,"[M + H]+",0.833061622163527
"2.2","cembio","pos","640","corticosterone","OMFXVFTZEKFJBZ",324.31600000002,347.221893310547,"[M + H]+",0.816813822575388
"2.2","cembio","pos","642","corticosterone","OMFXVFTZEKFJBZ",327.02200000002,347.221893310547,"[M + H]+",0.636815172853458
"2.2","cembio","pos","652","corticosterone","OMFXVFTZEKFJBZ",340.54999999998,347.221893310547,"[M + H]+",0.139611884037239
"2.2","cembio","pos","654","corticosterone","OMFXVFTZEKFJBZ",343.25599999998,347.221893310547,"[M + H]+",0.786470104179941
"2.2","cembio","neg","3","L-methionine","FFEARJCKVFRZRR",5.733,148.043899536133,"[M - H]-",0.00741307961274912
"2.2","cembio","neg","9","glutaric acid","JFCQEDHGNNZCLN",12.42499999998,131.034896850586,"[M - H]-",0.386134426223677
"2.2","cembio","neg","20","L-methionine","FFEARJCKVFRZRR",24.09700000002,148.043899536133,"[M - H]-",0.400779201862747
"2.2","cembio","neg","22","2-oxobutanoic acid","TYEYBOSBBBHJIV",26.08999999998,101.024398803711,"[M - H]-",0.277300591877504
"2.2","cembio","neg","24","5-oxo-L-proline","ODHCTXKNWHHXJC",28.083,128.035400390625,"[M - H]-",0.0694588266113526
"2.2","cembio","neg","29","L-methionine","FFEARJCKVFRZRR",33.77800000002,148.043899536133,"[M - H]-",0.738592735666206
"2.2","cembio","neg","31","2-oxobutanoic acid","TYEYBOSBBBHJIV",35.77099999998,101.024398803711,"[M - H]-",0.510142113466537
"2.2","cembio","neg","32","alloxanthine","HXNFUBHNUDHIGC",36.76699999998,151.026092529297,"[M - H]-",0.658616708435677
"2.2","cembio","neg","33","5-oxo-L-proline","ODHCTXKNWHHXJC",37.76299999998,128.035400390625,"[M - H]-",0.765857056314314
"2.2","cembio","neg","41","alloxanthine","HXNFUBHNUDHIGC",46.44799999998,151.026092529297,"[M - H]-",0.421664784169069
"2.2","cembio","neg","42","5-oxo-L-proline","ODHCTXKNWHHXJC",47.44399999998,128.035400390625,"[M - H]-",0.831062475301711
"2.2","cembio","neg","45","glutaric acid","JFCQEDHGNNZCLN",51.14599999998,131.034896850586,"[M - H]-",0.644539827255781
"2.2","cembio","neg","46","N-acetyl-L-proline","GNMSLDIYJOSUSW",52.143,156.066696166992,"[M - H]-",0.72159805219692
"2.2","cembio","neg","48","L-methionine","FFEARJCKVFRZRR",54.135,148.043899536133,"[M - H]-",0.340888359000943
"2.2","cembio","neg","49","D-glucono-1,5-lactone","PHOQVHQSTUBQQK",55.13200000002,177.040405273438,"[M - H]-",0.0879321896433359
"2.2","cembio","neg","51","alloxanthine","HXNFUBHNUDHIGC",57.12400000002,151.026092529297,"[M - H]-",0.354676086903466
"2.2","cembio","neg","52","5-oxo-L-proline","ODHCTXKNWHHXJC",58.12099999998,128.035400390625,"[M - H]-",0.832764501297678
"2.2","cembio","neg","56","glutaric acid","JFCQEDHGNNZCLN",62.81899999998,131.034896850586,"[M - H]-",0.657988111799997
"2.2","cembio","neg","57","N-acetyl-L-proline","GNMSLDIYJOSUSW",63.81499999998,156.066696166992,"[M - H]-",0.98107921488511
"2.2","cembio","neg","63","5-oxo-L-proline","ODHCTXKNWHHXJC",69.79300000002,128.035400390625,"[M - H]-",0.581469028573397
"2.2","cembio","neg","67","glutaric acid","JFCQEDHGNNZCLN",74.49199999998,131.034896850586,"[M - H]-",0.552370409914962
"2.2","cembio","neg","68","N-acetyl-L-proline","GNMSLDIYJOSUSW",75.48799999998,156.066696166992,"[M - H]-",0.917053241802604
"2.2","cembio","neg","70","L-methionine","FFEARJCKVFRZRR",77.481,148.043899536133,"[M - H]-",0.407587558168611
"2.2","cembio","neg","79","N-acetyl-L-proline","GNMSLDIYJOSUSW",87.16099999998,156.066696166992,"[M - H]-",0.805265776466076
"2.2","cembio","neg","81","L-methionine","FFEARJCKVFRZRR",89.154,148.043899536133,"[M - H]-",0.439700018348201
"2.2","cembio","neg","86","D-glucono-1,5-lactone","PHOQVHQSTUBQQK",94.13500000002,177.036605834961,"[M - H]-",0.0169485533652486
"2.2","cembio","neg","90","N-acetyl-L-proline","GNMSLDIYJOSUSW",98.83399999998,156.066696166992,"[M - H]-",0.234464309243024
"2.2","cembio","neg","91","3-iodo-L-tyrosine","UQTZMGFTRHFAAM",99.82999999998,305.963287353516,"[M - H]-",0.789998150104962
"2.2","cembio","neg","98","glutaric acid","JFCQEDHGNNZCLN",107.517,131.034896850586,"[M - H]-",0.276897946747473
"2.2","cembio","neg","99","N-acetyl-L-proline","GNMSLDIYJOSUSW",108.51400000002,156.066696166992,"[M - H]-",0.215056154540174
"2.2","cembio","neg","107","glutaric acid","JFCQEDHGNNZCLN",117.198,131.034896850586,"[M - H]-",0.498314550069586
"2.2","cembio","neg","111","2-oxobutanoic acid","TYEYBOSBBBHJIV",121.18399999998,101.024398803711,"[M - H]-",0.152443310372735
"2.2","cembio","neg","118","N-acetyl-L-proline","GNMSLDIYJOSUSW",128.87199218748,156.066696166992,"[M - H]-",0.152677177692957
"2.2","cembio","neg","119","3-iodo-L-tyrosine","UQTZMGFTRHFAAM",129.86800000002,305.963287353516,"[M - H]-",0.331437127332548
"2.2","cembio","neg","129","kynurenic acid","HCZHHEIFKROPDY",140.544,188.035507202148,"[M - H]-",0.012410171681246
"2.2","cembio","neg","137","kynurenic acid","HCZHHEIFKROPDY",149.22799999998,188.035507202148,"[M - H]-",0.506286735774496
"2.2","cembio","neg","143","N-acetyl-L-proline","GNMSLDIYJOSUSW",155.919,156.066696166992,"[M - H]-",0.293527792695279
"2.2","cembio","neg","144","3-iodo-L-tyrosine","UQTZMGFTRHFAAM",156.91600000002,305.963287353516,"[M - H]-",0.271653414972609
"2.2","cembio","neg","145","kynurenic acid","HCZHHEIFKROPDY",157.91200000002,188.035507202148,"[M - H]-",0.607849562400824
"2.2","cembio","neg","146","biotin","YBJHBAHKTGYVGT",158.90800000002,243.080902099609,"[M - H]-",0.111239012836928
"2.2","cembio","neg","150","homovanillic acid","QRMZSPFSDQBLIX",163.60699999998,181.050796508789,"[M - H]-",0.0773407290794799
"2.2","cembio","neg","154","kynurenic acid","HCZHHEIFKROPDY",167.592,188.035507202148,"[M - H]-",0.697380178179104
"2.2","cembio","neg","155","biotin","YBJHBAHKTGYVGT",168.588,243.080902099609,"[M - H]-",0.529684880979266
"2.2","cembio","neg","161","5-methoxysalicylic acid","IZZIWIAOVZOBLF",175.27999999998,167.034698486328,"[M - H]-",0.328562154216926
"2.2","cembio","neg","162","kynurenic acid","HCZHHEIFKROPDY",176.27599999998,188.035507202148,"[M - H]-",0.266123952345257
"2.2","cembio","neg","163","biotin","YBJHBAHKTGYVGT",177.27199999998,243.080902099609,"[M - H]-",0.0913251795571587
"2.2","cembio","neg","169","5-methoxysalicylic acid","IZZIWIAOVZOBLF",183.963,167.034698486328,"[M - H]-",0.440980887401856
"2.2","cembio","neg","175","homovanillic acid","QRMZSPFSDQBLIX",190.65499999998,181.050796508789,"[M - H]-",0.251825642475416
"2.2","cembio","neg","178","5-methoxysalicylic acid","IZZIWIAOVZOBLF",193.644,167.034698486328,"[M - H]-",0.3171149227141
"2.2","cembio","neg","179","kynurenic acid","HCZHHEIFKROPDY",194.64,188.035507202148,"[M - H]-",0.333525726084073
"2.2","cembio","neg","180","biotin","YBJHBAHKTGYVGT",195.636,243.080902099609,"[M - H]-",0.997611004752243
"2.2","cembio","neg","187","5-methoxysalicylic acid","IZZIWIAOVZOBLF",203.32399999998,167.034698486328,"[M - H]-",0.421310797457675
"2.2","cembio","neg","189","biotin","YBJHBAHKTGYVGT",205.317,243.080902099609,"[M - H]-",0.994438852438633
"2.2","cembio","neg","196","5-methoxysalicylic acid","IZZIWIAOVZOBLF",213.00400000002,167.034698486328,"[M - H]-",0.429323524375961
"2.2","cembio","neg","198","biotin","YBJHBAHKTGYVGT",214.99699999998,243.080902099609,"[M - H]-",0.804784151259169
"2.2","cembio","neg","203","trans-3-coumaric acid","KKSDGJDHHZEWEP",220.69399999998,163.040100097656,"[M - H]-",0.260606552488733
