"pass","lab","mix","inchikey_2d","rank"
"primary","icl","2_5","PMZDQRJGMBOQBF",1
"primary","icl","2_5","SIKJAQJRHWYJAI",6
"primary","icl","2_5","TXXHDPDFNKHHGW",2
"primary","icl","2_5","UGQMRVRMYYASKQ",1
"primary","icl","2_5","WBYWAXJHAXSJNI",16
"primary","icl","2_5","YGSDEFSMJLZEOE",1
"primary","icl","2_5","ZGXJTSGNIOSYLO",4
"primary","icl","2_6","BSYNRYMUTXBXSQ",4
"primary","icl","2_6","CCVYRRGZDBSHFU",1
"primary","icl","2_6","DATAGRPVKZEWHA",20
"primary","icl","2_6","DUHQIGLHYXLKAE",5
"primary","icl","2_6","FAQJJMHZNSSFSM",3
"primary","icl","2_6","FBTSQILOGYXGMD",1
"primary","icl","2_6","FCCDDURTIIUXBY",5
"primary","icl","2_6","FVMDYYGIDFPZAX",2
"primary","icl","2_6","HUDBDWIQSIGUDI",3
"primary","icl","2_6","IZZIWIAOVZOBLF",1
"primary","icl","2_6","JDBGXEHEIRGOBU",4
"primary","icl","2_6","JTEDVYBZBROSJT",4
"primary","icl","2_6","KKADPXVIOXHVKN",1
"primary","icl","2_6","NRSCPTLHWVWLLH",3
"primary","icl","2_6","PMZDQRJGMBOQBF",8
"primary","icl","2_6","PNMUAGGSDZXTHX",12
"primary","icl","2_6","PVNIIMVLHYAWGP",1
"primary","icl","2_6","QAIPRVGONGVQAS",1
"primary","icl","2_6","RGGSNNCJGLQIPG",11
"primary","icl","2_6","RSTKLPZEZYGQPY",17
"primary","icl","2_6","SIKJAQJRHWYJAI",1
"primary","icl","2_6","SIOXPEMLGUPBBT",3
"primary","icl","2_6","STKYPAFSDFAEPH",14
"primary","icl","2_6","SYEOWUNSTUDKGM",1
"primary","icl","2_6","TWBYWOBDOCUKOW",2
"primary","icl","2_6","UBORTCNDUKBEOP",1
"primary","icl","2_6","UCQUAMAQHHEXGD",13
"primary","icl","2_6","UOBSVARXACCLLH",15
"primary","icl","2_6","UTYVDVLMYQPLQB",1
"primary","icl","2_6","UYTPUPDQBNUYGX",3
"primary","icl","2_6","WKOLLVMJNQIZCI",4
"primary","icl","2_6","WLDWSGZHNBANIO",14
"primary","icl","2_6","WLJVNTCWHIRURA",2
"primary","icl","2_6","XHCADAYNFIFUHF",1
"primary","icl","2_6","XQXPVVBIMDBYFF",5
"primary","icl","2_6","YOEBAVRJHRCKRE",2
"primary","icl","2_6","YPTJKHVBDCRKNF",15
"primary","icl","2_7","CKOMXBHMKXXTNW",1
"primary","icl","2_7","DKNWSYNQZKUICI",10
"primary","icl","2_7","DRLFMBDRBRZALE",1
"primary","icl","2_7","FINHMKGKINIASC",8
"primary","icl","2_7","FSASIHFSFGAIJM",2
"primary","icl","2_7","GZXXANJCCWGCSV",2
"primary","icl","2_7","HXACOUQIXZGNBF",1
"primary","icl","2_7","IJCKBIINTQEGLY",1
"primary","icl","2_7","INCSQLZZXBPATR",7
"primary","icl","2_7","JDTWZSUNGHMMJM",2
"primary","icl","2_7","OPTASPLRGRRNAP",1
"primary","icl","2_7","UFAHZIUFPNSHSL",1
"primary","icl","2_7","UZTFMUBKZQVKLK",1
"primary","icl","2_7","WXNXCEHXYPACJF",1
"primary","icl","2_7","XQCZBXHVTFVIFE",2
"primary","icl","2_7","YTFVRYKNXDADBI",2
"primary","icl","2_7","ZFAHNWWNDFHPOH",5
"primary","icl","2_8","BJEPYKJPYRNKOW",1
"primary","icl","2_8","CFFZDZCDUFSOFZ",4
"primary","icl","2_8","CKTSBUTUHBMZGZ",40
"primary","icl","2_8","FBTSQILOGYXGMD",1
"primary","icl","2_8","FINHMKGKINIASC",1
"primary","icl","2_8","GZXXANJCCWGCSV",3
"primary","icl","2_8","IGMNYECMUMZDDF",2
"primary","icl","2_8","IQFYYKKMVGJFEH",1
"primary","icl","2_8","JYPHNHPXFNEZBR",2
"primary","icl","2_8","JZKXXXDKRQWDET",3
"primary","icl","2_8","NEUSVAOJNUQRTM",2
"primary","icl","2_8","NYPYHUZRZVSYKL",1
"primary","icl","2_8","OPTASPLRGRRNAP",1
"primary","icl","2_8","OUYCCCASQSFEME",1
"primary","icl","2_8","QYPPJABKJHAVHS",1
"primary","icl","2_8","SOYKEARSMXGVTM",1
"primary","icl","2_8","SUMDYPCJJOFFON",1
"primary","icl","2_8","XQCZBXHVTFVIFE",2
"primary","icl","2_8","YHXHKYRQLYQUIH",1
"primary","icl","2_8","ZHSOTLOTTDYIIK",1
"primary","icl","2_9","CQRYARSYNCAZFO",7
"primary","icl","2_9","DFPAKSUCGFBDDF",1
"primary","icl","2_9","IAVREABSGIHHMO",5
"primary","icl","2_9","INGSNVSERUZOAK",1
"primary","icl","2_9","ITECRQOOEQWFPE",15
"primary","icl","2_9","JDTWZSUNGHMMJM",2
"primary","icl","2_9","JVTZFYYHCGSXJV",19
"primary","icl","2_9","KZNQNBZMBZJQJO",2
"primary","icl","2_9","LHGVFZTZFXWLCP",17
"primary","icl","2_9","LTFHNKUKQYVHDX",5
"primary","icl","2_9","LXNHXLLTXMVWPM",5
"primary","icl","2_9","MWOOGOJBHIARFG",3
"primary","icl","2_9","OKVJCVWFVRATSG",4
"primary","icl","2_9","ORHBXUUXSCNDEV",1
"primary","icl","2_9","PVNIIMVLHYAWGP",1
"primary","icl","2_9","QRMZSPFSDQBLIX",1
"primary","icl","2_9","QYPPJABKJHAVHS",1
"primary","icl","2_9","RGHHSNMVTDWUBI",1
"primary","icl","2_9","RWQNBRDOKXIBIV",2
"primary","icl","2_9","SFLSHLFXELFNJZ",1
"primary","icl","2_9","SIOXPEMLGUPBBT",3
"primary","icl","2_9","SMQUZDBALVYZAC",11
"primary","icl","2_9","TWBYWOBDOCUKOW",2
"primary","icl","2_9","UFIVEPVSAGBUSI",1
"primary","icl","2_9","VXIXUWQIVKSKSA",11
"primary","icl","2_9","VZIRCHXYMBFNFD",9
"primary","icl","2_9","WPYMKLBDIGXBTP",14
"primary","icl","2_9","WXNXCEHXYPACJF",1
"primary","icl","2_9","XOAAWQZATWQOTB",1
"primary","icl","2_9","XUYPXLNMDZIRQH",1
"primary","icl","2_9","ZBCATMYQYDCTIZ",3
"primary","icl","3_1","AWDRATDZQPNJFN",2
"primary","icl","3_1","BHTRKEVKTKCXOH",1
"primary","icl","3_1","CITHEXJVPOWHKC",1
"primary","icl","3_1","FJLGEFLZQAZZCD",1
"primary","icl","3_1","LWBHHRRTOZQPDM",16
"primary","icl","3_1","SMWDFEZZVXVKRB",2
"primary","icl","3_1","UBORTCNDUKBEOP",30
"primary","icl","3_1","XUIIKFGFIJCVMT",1
"primary","icl","3_2","CITHEXJVPOWHKC",1
"primary","icl","3_2","NCYCYZXNIZJOKI",22
"primary","icl","3_2","WBWWGRHZICKQGZ",1
"primary","icl","3_2","YXVSKJDFNJFXAJ",16
"primary","icl","3_3","CITHEXJVPOWHKC",1
"primary","icl","3_3","NKOUWLLFHNBUDW",18
"primary","icl","3_3","RJKFOVLPORLFTN",1
"richest","afekta","1_1","AFBPFSWMIHJQDM",2
"richest","afekta","1_1","AGPKZVBTJJNPAG",1
"richest","afekta","1_1","AVFZOVWCLRSYKC",36
"richest","afekta","1_1","AYFVYJQAPQTCCC",18
"richest","afekta","1_1","CAHKINHBCWCHCF",5
"richest","afekta","1_1","CQOVPNPJLQNMDC",1
"richest","afekta","1_1","DCWXELXMIBXGTH",1
"richest","afekta","1_1","DJJCXFVJDGTHFX",1
"richest","afekta","1_1","DTERQYGMUDWYAZ",1
"richest","afekta","1_1","FOYHNROGBXVLLX",3
"richest","afekta","1_1","HXFOXFJUNFFYMO",1
"richest","afekta","1_1","JJMDCOVWQOJGCB",12
"richest","afekta","1_1","JLTDJTHDQAWBAV",1
"richest","afekta","1_1","JMOXSQYGVIXBBZ",1
"richest","afekta","1_1","JOXIMZWYDAKGHI",1
"richest","afekta","1_1","JYPHNHPXFNEZBR",5
"richest","afekta","1_1","JZKXXXDKRQWDET",1
"richest","afekta","1_1","KDCGOANMDULRCW",1
"richest","afekta","1_1","KDXKERNSBIXSRK",1
"richest","afekta","1_1","KKEYFWRCBNTPAC",1
"richest","afekta","1_1","KNTFCRCCPLEUQZ",15
"richest","afekta","1_1","KPGXRSRHYNQIFN",9
"richest","afekta","1_1","KWIUHFFTVRNATP",1
"richest","afekta","1_1","KZSNJWFQEVHDMF",1
"richest","afekta","1_1","LDCYZAJDBXYCGN",1
"richest","afekta","1_1","LRQKBLKVPFOOQJ",7
"richest","afekta","1_1","LRTFPLFDLJYEKT",8
"richest","afekta","1_1","NYHBQMYGNKIUIF",1
"richest","afekta","1_1","OISVCGZHLKNMSJ",1
"richest","afekta","1_1","OTCCIMWXFLJLIA",1
"richest","afekta","1_1","OUYCCCASQSFEME",2
"richest","afekta","1_1","PWKSKIMOESPYIA",1
"richest","afekta","1_1","RHGKLRLOHDJJDR",1
"richest","afekta","1_1","RNVCVTLRINQCPJ",1
"richest","afekta","1_1","ROHFNLRQFUQHCH",2
"richest","afekta","1_1","RQFCJASXJCIDSX",1
"richest","afekta","1_1","RSTKLPZEZYGQPY",9
"richest","afekta","1_1","RWSXRVCMGQZWBV",1
"richest","afekta","1_1","SMEROWZSTRWXGI",1
"richest","afekta","1_1","SNDPXSYFESPGGJ",10
"richest","afekta","1_1","UFFBMTHBGFGIHF",1
"richest","afekta","1_1","UKAUYVFTDYCKQA",1
"richest","afekta","1_1","VEYYWZRYIYDQJM",2
"richest","afekta","1_1","WGQKYBSKWIADBV",9
"richest","afekta","1_1","XNGIFLGASWRNHJ",2
"richest","afekta","1_1","XUJNEKJLAYXESH",1
"richest","afekta","1_1","ZTVZLYBCZNMWCF",1
"richest","afekta","1_2","AFBPFSWMIHJQDM",1
"richest","afekta","1_2","BAWFJGJZGIEFAR",1
"richest","afekta","1_2","BHHGXPLMPWCGHP",19
"richest","afekta","1_2","BKAYIFDRRZZKNF",1
"richest","afekta","1_2","BOPGDPNILDQYTO",1
"richest","afekta","1_2","CKLJMWTZIZZHCS",1
"richest","afekta","1_2","CVSVTCORWBXHQV",2
"richest","afekta","1_2","DLFVBJFMPXGRIB",3
"richest","afekta","1_2","DUUGKQCEGZLZNO",2
"richest","afekta","1_2","FDGQSTZJBFJUBT",1
"richest","afekta","1_2","FOYHNROGBXVLLX",3
"richest","afekta","1_2","GRSZFWQUAKGDAV",1
"richest","afekta","1_2","GSXOAOHZAIYLCY",10
"richest","afekta","1_2","HXXFSFRBOHSIMQ",1
"richest","afekta","1_2","IERHLVCPSMICTF",1
"richest","afekta","1_2","IJCKBIINTQEGLY",1
"richest","afekta","1_2","INCSQLZZXBPATR",8
"richest","afekta","1_2","JLTDJTHDQAWBAV",1
"richest","afekta","1_2","JMOXSQYGVIXBBZ",1
"richest","afekta","1_2","JPIJQSOTBSSVTP",1
"richest","afekta","1_2","KMXXSJLYVJEBHI",13
"richest","afekta","1_2","KPGXRSRHYNQIFN",7
"richest","afekta","1_2","KSMRODHGGIIXDV",1
"richest","afekta","1_2","KTHDTJVBEPMMGL",1
"richest","afekta","1_2","KVQGGLZHHFGHPU",11
"richest","afekta","1_2","KWIUHFFTVRNATP",1
"richest","afekta","1_2","KZSNJWFQEVHDMF",5
"richest","afekta","1_2","LCQLHJZYVOQKHU",1
"richest","afekta","1_2","LRTFPLFDLJYEKT",2
"richest","afekta","1_2","MOTZDAYCYVMXPC",1
"richest","afekta","1_2","NBSCHQHZLSJFNQ",4
"richest","afekta","1_2","NBZBKCUXIYYUSX",3
"richest","afekta","1_2","NIDVTARKFBZMOT",1
"richest","afekta","1_2","OFCNXPDARWKPPY",14
"richest","afekta","1_2","OISVCGZHLKNMSJ",1
"richest","afekta","1_2","OKJIRPAQVSHGFK",1
"richest","afekta","1_2","OLNJUISKUQQNIM",1
"richest","afekta","1_2","OPTASPLRGRRNAP",1
"richest","afekta","1_2","OTCCIMWXFLJLIA",1
"richest","afekta","1_2","OVBPIULPVIDEAO",1
"richest","afekta","1_2","PLVPPLCLBIEYEA",1
"richest","afekta","1_2","PMMYEEVYMWASQN",6
"richest","afekta","1_2","PMZDQRJGMBOQBF",2
"richest","afekta","1_2","QIVBCDIJIAJPQS",1
"richest","afekta","1_2","RFMMMVDNIPUKGG",1
"richest","afekta","1_2","RNVCVTLRINQCPJ",2
"richest","afekta","1_2","UFFBMTHBGFGIHF",1
"richest","afekta","1_2","UZTFMUBKZQVKLK",15
"richest","afekta","1_2","WGQKYBSKWIADBV",10
"richest","afekta","1_2","XIGSAGMEBXLVJJ",1
"richest","afekta","1_2","XQCZBXHVTFVIFE",2
"richest","afekta","1_2","YGPSJZOEDVAXAB",1
"richest","afekta","1_2","ZGXJTSGNIOSYLO",2
"richest","afekta","1_3","AFBPFSWMIHJQDM",2
"richest","afekta","1_3","AYEKOFBPNLCAJY",1
"richest","afekta","1_3","CKLJMWTZIZZHCS",1
"richest","afekta","1_3","DKEXFJVMVGETOO",2
"richest","afekta","1_3","DOIRQSBPFJWKBE",1
"richest","afekta","1_3","DTERQYGMUDWYAZ",1
"richest","afekta","1_3","FOYHNROGBXVLLX",3
"richest","afekta","1_3","GSXOAOHZAIYLCY",1
"richest","afekta","1_3","GTZCVFVGUGFEME",2
"richest","afekta","1_3","HLKXYZVTANABHZ",1
"richest","afekta","1_3","HSCJRCZFDFQWRP",1
"richest","afekta","1_3","HXXFSFRBOHSIMQ",5
"richest","afekta","1_3","JJMDCOVWQOJGCB",11
"richest","afekta","1_3","JLTDJTHDQAWBAV",1
"richest","afekta","1_3","JMOXSQYGVIXBBZ",1
"richest","afekta","1_3","KRKNYBCHXYNGOX",8
"richest","afekta","1_3","KVQGGLZHHFGHPU",13
"richest","afekta","1_3","KWIUHFFTVRNATP",1
"richest","afekta","1_3","KZSNJWFQEVHDMF",8
"richest","afekta","1_3","LRTFPLFDLJYEKT",7
"richest","afekta","1_3","MOTZDAYCYVMXPC",1
"richest","afekta","1_3","NBSCHQHZLSJFNQ",1
"richest","afekta","1_3","NBZBKCUXIYYUSX",2
"richest","afekta","1_3","NYHBQMYGNKIUIF",1
"richest","afekta","1_3","ODBLHEXUDAPZAU",4
"richest","afekta","1_3","ODHCTXKNWHHXJC",18
"richest","afekta","1_3","ODKSFYDXXFIFQN",1
"richest","afekta","1_3","OISVCGZHLKNMSJ",1
"richest","afekta","1_3","RFMMMVDNIPUKGG",1
"richest","afekta","1_3","RNVCVTLRINQCPJ",3
"richest","afekta","1_3","SQVRNKJHWKZAKO",1
"richest","afekta","1_3","UFFBMTHBGFGIHF",1
"richest","afekta","1_3","UYTPUPDQBNUYGX",4
"richest","afekta","1_3","VEYYWZRYIYDQJM",1
"richest","afekta","1_3","WGQKYBSKWIADBV",10
"richest","afekta","1_3","WTDRDQBEARUVNC",1
"richest","afekta","1_4","AFBPFSWMIHJQDM",1
"richest","afekta","1_4","APGLTERDKORUHK",10
"richest","afekta","1_4","BZQFBWGGLXLEPQ",1
"richest","afekta","1_4","CVSVTCORWBXHQV",1
"richest","afekta","1_4","DLFVBJFMPXGRIB",4
"richest","afekta","1_4","DRTQHJPVMGBUCF",1
"richest","afekta","1_4","FOYHNROGBXVLLX",4
"richest","afekta","1_4","HEBKCHPVOIAQTA",1
"richest","afekta","1_4","HOKKHZGPKSLGJE",7
"richest","afekta","1_4","HSCJRCZFDFQWRP",1
"richest","afekta","1_4","ISAKRJDGNUQOIC",1
"richest","afekta","1_4","JFLIEFSWGNOPJJ",1
"richest","afekta","1_4","JJIHLJJYMXLCOY",1
"richest","afekta","1_4","JJMDCOVWQOJGCB",12
"richest","afekta","1_4","JLTDJTHDQAWBAV",1
"richest","afekta","1_4","JMOXSQYGVIXBBZ",1
"richest","afekta","1_4","KDXKERNSBIXSRK",1
"richest","afekta","1_4","KHWCHTKSEGGWEX",1
"richest","afekta","1_4","KMXXSJLYVJEBHI",5
"richest","afekta","1_4","KPGXRSRHYNQIFN",5
"richest","afekta","1_4","KRKNYBCHXYNGOX",1
"richest","afekta","1_4","KWIUHFFTVRNATP",1
"richest","afekta","1_4","KZSNJWFQEVHDMF",13
"richest","afekta","1_4","LRTFPLFDLJYEKT",5
"richest","afekta","1_4","LTFMZDNNPPEQNG",1
"richest","afekta","1_4","NTNWOCRCBQPEKQ",3
"richest","afekta","1_4","ODBLHEXUDAPZAU",3
"richest","afekta","1_4","OIPILFWXSMYKGL",2
"richest","afekta","1_4","OISVCGZHLKNMSJ",1
"richest","afekta","1_4","QIAFMBKCNZACKA",1
"richest","afekta","1_4","QUOGESRFPZDMMT",1
"richest","afekta","1_4","RNVCVTLRINQCPJ",2
"richest","afekta","1_4","SUHOOTKUPISOBE",1
"richest","afekta","1_4","UDMBCSSLTHHNCD",1
"richest","afekta","1_4","UFFBMTHBGFGIHF",1
"richest","afekta","1_4","UYTPUPDQBNUYGX",3
"richest","afekta","1_4","VZXPDPZARILFQX",1
"richest","afekta","1_4","WGQKYBSKWIADBV",11
"richest","afekta","1_4","WHUUTDBJXJRKMK",8
"richest","afekta","1_4","YHHSONZFOIEMCP",1
"richest","afekta","1_5","AEFLONBTGZFSGQ",3
"richest","afekta","1_5","AFBPFSWMIHJQDM",1
"richest","afekta","1_5","AUNGANRZJHBGPY",1
"richest","afekta","1_5","AVFZOVWCLRSYKC",40
"richest","afekta","1_5","AWUCVROLDVIAJX",1
"richest","afekta","1_5","AYFVYJQAPQTCCC",16
"richest","afekta","1_5","CAHKINHBCWCHCF",1
"richest","afekta","1_5","DFPAKSUCGFBDDF",2
"richest","afekta","1_5","DHCLVCXQIBBOPH",2
"richest","afekta","1_5","DOIRQSBPFJWKBE",2
"richest","afekta","1_5","FOYHNROGBXVLLX",4
"richest","afekta","1_5","FSYKKLYZXJSNPZ",2
"richest","afekta","1_5","GSXOAOHZAIYLCY",10
"richest","afekta","1_5","HOKKHZGPKSLGJE",8
"richest","afekta","1_5","HXXFSFRBOHSIMQ",1
"richest","afekta","1_5","JLTDJTHDQAWBAV",1
"richest","afekta","1_5","JMOXSQYGVIXBBZ",1
"richest","afekta","1_5","KNTFCRCCPLEUQZ",1
"richest","afekta","1_5","KPGXRSRHYNQIFN",6
"richest","afekta","1_5","KTHDTJVBEPMMGL",1
"richest","afekta","1_5","KWIUHFFTVRNATP",1
"richest","afekta","1_5","KZSNJWFQEVHDMF",18
"richest","afekta","1_5","LRTFPLFDLJYEKT",2
"richest","afekta","1_5","NBSCHQHZLSJFNQ",4
"richest","afekta","1_5","ODKSFYDXXFIFQN",1
"richest","afekta","1_5","OISVCGZHLKNMSJ",1
"richest","afekta","1_5","OPTASPLRGRRNAP",1
"richest","afekta","1_5","PAFZNILMFXTMIY",11
"richest","afekta","1_5","PMMYEEVYMWASQN",19
"richest","afekta","1_5","QNAYBMKLOCPYGJ",1
"richest","afekta","1_5","RNVCVTLRINQCPJ",8
"richest","afekta","1_5","SXQFCVDSOLSHOQ",11
"richest","afekta","1_5","UCMIRNVEIXFBKS",3
"richest","afekta","1_5","UFFBMTHBGFGIHF",1
"richest","afekta","1_5","UHDGCWIWMRVCDJ",1
"richest","afekta","1_5","VZXPDPZARILFQX",4
"richest","afekta","1_5","WGQKYBSKWIADBV",14
"richest","afekta","1_5","WHUUTDBJXJRKMK",1
"richest","afekta","1_5","XQCZBXHVTFVIFE",2
"richest","afekta","1_5","XVOYSCVBGLVSOL",1
"richest","afekta","1_5","ZDXPYRJPNDTMRX",1
"richest","afekta","1_5","ZGXJTSGNIOSYLO",4
"richest","afekta","1_6","ACWBBAGYTKWBCD",1
"richest","afekta","1_6","AFBPFSWMIHJQDM",2
"richest","afekta","1_6","AYFVYJQAPQTCCC",1
"richest","afekta","1_6","DOIRQSBPFJWKBE",1
"richest","afekta","1_6","FOYHNROGBXVLLX",5
"richest","afekta","1_6","HEBKCHPVOIAQTA",1
"richest","afekta","1_6","HNDVDQJCIGZPNO",1
"richest","afekta","1_6","JJMDCOVWQOJGCB",9
"richest","afekta","1_6","JLTDJTHDQAWBAV",1
"richest","afekta","1_6","JMOXSQYGVIXBBZ",2
"richest","afekta","1_6","KNTFCRCCPLEUQZ",4
"richest","afekta","1_6","KPGXRSRHYNQIFN",7
"richest","afekta","1_6","KWIUHFFTVRNATP",1
"richest","afekta","1_6","KZSNJWFQEVHDMF",2
"richest","afekta","1_6","LEVWYRKDKASIDU",1
"richest","afekta","1_6","LRTFPLFDLJYEKT",9
"richest","afekta","1_6","MTCFGRXMJLQNBG",1
"richest","afekta","1_6","OISVCGZHLKNMSJ",1
"richest","afekta","1_6","RNVCVTLRINQCPJ",1
"richest","afekta","1_6","SNEIUMQYRCDYCH",1
"richest","afekta","1_6","UFFBMTHBGFGIHF",1
"richest","afekta","1_6","UKAUYVFTDYCKQA",2
"richest","afekta","1_6","VVIAGPKUTFNRDU",1
"richest","afekta","1_6","WGQKYBSKWIADBV",11
"richest","afekta","2_1","AFBPFSWMIHJQDM",2
"richest","afekta","2_1","BSYNRYMUTXBXSQ",17
"richest","afekta","2_1","CGQCWMIAEPEHNQ",1
"richest","afekta","2_1","COLNVLDHVKWLRT",1
"richest","afekta","2_1","DOIRQSBPFJWKBE",1
"richest","afekta","2_1","DVNYTAVYBRSTGK",1
"richest","afekta","2_1","FERIUCNNQQJTOY",1
"richest","afekta","2_1","FOYHNROGBXVLLX",3
"richest","afekta","2_1","FZWGECJQACGGTI",1
"richest","afekta","2_1","GBKGJMYPQZODMI",6
"richest","afekta","2_1","HGINADPHJQTSKN",4
"richest","afekta","2_1","HXNFUBHNUDHIGC",3
"richest","afekta","2_1","IPBVNPXQWQGGJP",3
"richest","afekta","2_1","JBCLFWXMTIKCCB",1
"richest","afekta","2_1","JECYUBVRTQDVAT",5
"richest","afekta","2_1","JFCQEDHGNNZCLN",10
"richest","afekta","2_1","JJMDCOVWQOJGCB",15
"richest","afekta","2_1","JLTDJTHDQAWBAV",1
"richest","afekta","2_1","JMOXSQYGVIXBBZ",1
"richest","afekta","2_1","JMSVCTWVEWCHDZ",20
"richest","afekta","2_1","KPGXRSRHYNQIFN",3
"richest","afekta","2_1","KQNPFQTWMSNSAP",2
"richest","afekta","2_1","KVQGGLZHHFGHPU",11
"richest","afekta","2_1","KWIUHFFTVRNATP",1
"richest","afekta","2_1","KZSNJWFQEVHDMF",6
"richest","afekta","2_1","LRFVTYWOQMYALW",1
"richest","afekta","2_1","LRSASMSXMSNRBT",1
"richest","afekta","2_1","LRTFPLFDLJYEKT",3
"richest","afekta","2_1","LUCHPKXVUGJYGU",1
"richest","afekta","2_1","LUJMEECXHPYQOF",19
"richest","afekta","2_1","NHZMQXZHNVQTQA",1
"richest","afekta","2_1","OGHAROSJZRTIOK",5
"richest","afekta","2_1","OIRDTQYFTABQOQ",2
"richest","afekta","2_1","OISVCGZHLKNMSJ",1
"richest","afekta","2_1","PKZJLOCLABXVMC",8
"richest","afekta","2_1","PXQPEWDEAKTCGB",2
"richest","afekta","2_1","QHGUCRYDKWKLMG",4
"richest","afekta","2_1","RADKZDMFGJYCBB",1
"richest","afekta","2_1","RNVCVTLRINQCPJ",1
"richest","afekta","2_1","SNDPXSYFESPGGJ",9
"richest","afekta","2_1","UFFBMTHBGFGIHF",2
"richest","afekta","2_1","UKFXDFUAPNAMPJ",1
"richest","afekta","2_1","UYTPUPDQBNUYGX",3
"richest","afekta","2_1","VYFYYTLLBUKUHU",1
"richest","afekta","2_1","WGQKYBSKWIADBV",10
