"pass","lab","mix","inchikey_2d","rank"
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","FYGDTMLNYKFZSV",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","GBKGJMYPQZODMI",3
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","GFFGJBXGBJISGV",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","GHCZAUBVMUEKKP",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","GOKKOFHHJFGZHW",4
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","GRSZFWQUAKGDAV",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","GSXOAOHZAIYLCY",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","GTZCVFVGUGFEME",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","GUBGYTABKSRVRQ",3
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","GYCKQBWUSACYIF",2
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","HDTRYLNUVZCQOY",4
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","HEBKCHPVOIAQTA",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","HIGQPQRQIQDZMP",12
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","HLKXYZVTANABHZ",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","HNDVDQJCIGZPNO",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","HOKKHZGPKSLGJE",9
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","HQHCYKULIHKCEB",14
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","HSCJRCZFDFQWRP",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","HVAMZGADVCBITI",25
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","HXEACLLIILLPRG",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","HXFOXFJUNFFYMO",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","HXXFSFRBOHSIMQ",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","IAVREABSGIHHMO",11
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","IDIDJDIHTAOVLG",3
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","IERHLVCPSMICTF",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","IHCCAYCGZOLTEU",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","IJCKBIINTQEGLY",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","INCSQLZZXBPATR",15
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","IPCSVZSSVZVIGE",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","IQFYYKKMVGJFEH",3
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","ISAKRJDGNUQOIC",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","IVYPNXXAYMYVSP",22
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","IWDCLRJOBJJRNH",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","JBCLFWXMTIKCCB",9
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","JCQLYHFGKNRPGE",12
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","JFLIEFSWGNOPJJ",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","JJIHLJJYMXLCOY",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","JJMDCOVWQOJGCB",15
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","JLTDJTHDQAWBAV",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","JMOXSQYGVIXBBZ",2
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","JOXIMZWYDAKGHI",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","JPIJQSOTBSSVTP",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","JSJWCHRYRHKBBW",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","JYPHNHPXFNEZBR",4
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","JZKXXXDKRQWDET",2
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","KDCGOANMDULRCW",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","KDXKERNSBIXSRK",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","KHWCHTKSEGGWEX",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","KKEYFWRCBNTPAC",10
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","KKSDGJDHHZEWEP",4
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","KMAKOBLIOCQGJP",20
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","KMXXSJLYVJEBHI",9
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","KNTFCRCCPLEUQZ",2
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","KPGXRSRHYNQIFN",5
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","KRKNYBCHXYNGOX",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","KSMRODHGGIIXDV",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","KTHDTJVBEPMMGL",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","KVQGGLZHHFGHPU",88
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","KWIUHFFTVRNATP",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","KZNQNBZMBZJQJO",20
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","KZSNJWFQEVHDMF",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","LCQLHJZYVOQKHU",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","LDCYZAJDBXYCGN",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","LEGGANXCVQPIAI",10
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","LEVWYRKDKASIDU",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","LRQKBLKVPFOOQJ",47
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","LRTFPLFDLJYEKT",13
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","LTFMZDNNPPEQNG",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","LXNHXLLTXMVWPM",17
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","MOTZDAYCYVMXPC",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","NBSCHQHZLSJFNQ",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","NBZBKCUXIYYUSX",5
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","NEUSVAOJNUQRTM",2
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","NGSWKAQJJWESNS",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","NHTGHBARYWONDQ",96
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","NIDVTARKFBZMOT",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","NTNWOCRCBQPEKQ",2
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","NYHBQMYGNKIUIF",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","NYOXRYYXRWJDKP",14
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","OBETXYAYXDNJHR",25
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","ODBLHEXUDAPZAU",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","ODHCTXKNWHHXJC",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","ODKSFYDXXFIFQN",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","OFCNXPDARWKPPY",21
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","OGHAROSJZRTIOK",18
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","OIPILFWXSMYKGL",29
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","OISVCGZHLKNMSJ",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","OKJIRPAQVSHGFK",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","OLNJUISKUQQNIM",2
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","OLXZPDWKRNYJJZ",25
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","OPTASPLRGRRNAP",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","OSMAJVWUIUORGC",9
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","OTCCIMWXFLJLIA",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","OUYCCCASQSFEME",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","OVBPIULPVIDEAO",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","OVRNDRQMDRJTHS",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","PCDQPRRSZKQHHS",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","PGAVKCOVUIYSFO",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","PLVPPLCLBIEYEA",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","PMMYEEVYMWASQN",24
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","PMZDQRJGMBOQBF",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","PSQYTAPXSHCGMF",19
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","PVXPPJIGRGXGCY",13
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","PWKSKIMOESPYIA",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","PXQPEWDEAKTCGB",2
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","PYGXAGIECVVIOZ",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","QCHPKSFMDHPSNR",6
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","QIAFMBKCNZACKA",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","QIVBCDIJIAJPQS",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","QNAYBMKLOCPYGJ",9
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","QRMZSPFSDQBLIX",11
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","QUOGESRFPZDMMT",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","QWCKQJZIFLGMSD",14
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","QWVGKYWNOKOFNN",3
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","QYSXJUFSXHHAJI",11
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","RADKZDMFGJYCBB",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","RDOXTESZEPMUJZ",11
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","RFMMMVDNIPUKGG",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","RGHHSNMVTDWUBI",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","RHGKLRLOHDJJDR",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","RLSSMJSEOOYNOY",2
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","RNVCVTLRINQCPJ",10
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","ROHFNLRQFUQHCH",43
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","RQFCJASXJCIDSX",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","RSTKLPZEZYGQPY",4
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","RWSXRVCMGQZWBV",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","RZVAJINKPMORJF",14
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","SBJKKFFYIZUCET",16
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","SIKJAQJRHWYJAI",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","SMEROWZSTRWXGI",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","SMNDYUVBFMFKNZ",2
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","SMQUZDBALVYZAC",7
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","SNDPXSYFESPGGJ",10
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","SQVRNKJHWKZAKO",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","SUHOOTKUPISOBE",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","TUHVEAJXIMEOSA",14
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","TYEYBOSBBBHJIV",18
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","UCMIRNVEIXFBKS",5
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","UCTLRSWJYQTBFZ",15
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","UDMBCSSLTHHNCD",2
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","UFFBMTHBGFGIHF",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","UHDGCWIWMRVCDJ",4
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","UIERETOOQGIECD",3
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","UKAUYVFTDYCKQA",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","UWKAYLJWKGQEPM",6
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","UYTPUPDQBNUYGX",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","UZCXPYDBYUEZCV",2
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","UZTFMUBKZQVKLK",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","VEYYWZRYIYDQJM",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","VZIRCHXYMBFNFD",2
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","VZXPDPZARILFQX",2
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","WGQKYBSKWIADBV",20
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","WHUUTDBJXJRKMK",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","WPYMKLBDIGXBTP",17
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","WRMNZCZEMHIOCP",16
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","WTDRDQBEARUVNC",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","WVDDGKGOMKODPV",2
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","WVULKSPCQVQLCU",2
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","XCCTYIAWTASOJW",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","XHMJOUIAFHJHBW",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","XIGSAGMEBXLVJJ",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","XKUKSGPZAADMRA",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","XNGIFLGASWRNHJ",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","XQCZBXHVTFVIFE",13
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","XTWYTFMLZFPYCI",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","XUJNEKJLAYXESH",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","XUYPXLNMDZIRQH",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","YGPSJZOEDVAXAB",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","YHHSONZFOIEMCP",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","YMAWOPBAYDPSLA",11
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","YPZRWBKMTBYPTK",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","YSNWHRKJEKWJNY",18
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","YYPNJNDODFVZLE",16
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","ZBCBWPMODOFKDW",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","ZDXPYRJPNDTMRX",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","ZGXJTSGNIOSYLO",52
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","ZOAMBXDOGPRZLP",8
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","ZTVZLYBCZNMWCF",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","ZXYAAVBXHKCJJB",1
"primary","cembio","1_1","AYFVYJQAPQTCCC",1
"primary","cembio","1_1","CAHKINHBCWCHCF",18
"primary","cembio","1_1","CQOVPNPJLQNMDC",1
"primary","cembio","1_1","DCWXELXMIBXGTH",1
"primary","cembio","1_1","DJJCXFVJDGTHFX",1
"primary","cembio","1_1","DKEXFJVMVGETOO",6
"primary","cembio","1_1","DTERQYGMUDWYAZ",1
"primary","cembio","1_1","HXFOXFJUNFFYMO",2
"primary","cembio","1_1","JJMDCOVWQOJGCB",14
"primary","cembio","1_1","JMOXSQYGVIXBBZ",2
"primary","cembio","1_1","KDXKERNSBIXSRK",1
"primary","cembio","1_1","KNTFCRCCPLEUQZ",2
"primary","cembio","1_1","KWIUHFFTVRNATP",1
"primary","cembio","1_1","KZSNJWFQEVHDMF",2
"primary","cembio","1_1","LDCYZAJDBXYCGN",1
"primary","cembio","1_1","OVRNDRQMDRJTHS",1
"primary","cembio","1_1","PWKSKIMOESPYIA",1
"primary","cembio","1_1","RHGKLRLOHDJJDR",1
"primary","cembio","1_1","RQFCJASXJCIDSX",1
"primary","cembio","1_1","RWSXRVCMGQZWBV",1
"primary","cembio","1_1","UKAUYVFTDYCKQA",1
"primary","cembio","1_1","VEYYWZRYIYDQJM",1
"primary","cembio","1_1","XHMJOUIAFHJHBW",1
"primary","cembio","1_1","ZTVZLYBCZNMWCF",1
"primary","cembio","1_2","BAWFJGJZGIEFAR",1
"primary","cembio","1_2","BKAYIFDRRZZKNF",1
"primary","cembio","1_2","DTERQYGMUDWYAZ",1
"primary","cembio","1_2","FFDGPVCHZBVARC",1
"primary","cembio","1_2","FUOOLUPWFVMBKG",3
"primary","cembio","1_2","GRSZFWQUAKGDAV",1
"primary","cembio","1_2","IERHLVCPSMICTF",1
"primary","cembio","1_2","KSMRODHGGIIXDV",1
"primary","cembio","1_2","KTHDTJVBEPMMGL",1
"primary","cembio","1_2","LCQLHJZYVOQKHU",1
"primary","cembio","1_2","NIDVTARKFBZMOT",1
"primary","cembio","1_2","OTCCIMWXFLJLIA",1
"primary","cembio","1_2","OVBPIULPVIDEAO",1
"primary","cembio","1_2","PMMYEEVYMWASQN",4
"primary","cembio","1_2","QCHPKSFMDHPSNR",5
"primary","cembio","1_2","QIVBCDIJIAJPQS",1
"primary","cembio","1_2","QWCKQJZIFLGMSD",17
"primary","cembio","1_2","RWSXRVCMGQZWBV",3
"primary","cembio","1_2","UZCXPYDBYUEZCV",8
"primary","cembio","1_2","VEYYWZRYIYDQJM",8
"primary","cembio","1_2","XIGSAGMEBXLVJJ",1
"primary","cembio","1_2","YGPSJZOEDVAXAB",1
"primary","cembio","1_2","ZGXJTSGNIOSYLO",32
"primary","cembio","1_3","AHLPHDHHMVZTML",1
"primary","cembio","1_3","DCXYFEDJOCDNAF",1
"primary","cembio","1_3","DKEXFJVMVGETOO",4
"primary","cembio","1_3","DTERQYGMUDWYAZ",1
"primary","cembio","1_3","FFDGPVCHZBVARC",2
"primary","cembio","1_3","FUOOLUPWFVMBKG",2
"primary","cembio","1_3","GSXOAOHZAIYLCY",7
"primary","cembio","1_3","HLKXYZVTANABHZ",1
"primary","cembio","1_3","HSCJRCZFDFQWRP",1
"primary","cembio","1_3","HXXFSFRBOHSIMQ",2
"primary","cembio","1_3","JSJWCHRYRHKBBW",1
"primary","cembio","1_3","KRKNYBCHXYNGOX",1
"primary","cembio","1_3","NBSCHQHZLSJFNQ",1
"primary","cembio","1_3","NYHBQMYGNKIUIF",1
"primary","cembio","1_3","ODBLHEXUDAPZAU",1
"primary","cembio","1_3","ODKSFYDXXFIFQN",1
"primary","cembio","1_3","QCHPKSFMDHPSNR",5
"primary","cembio","1_3","QWCKQJZIFLGMSD",6
"primary","cembio","1_3","RFMMMVDNIPUKGG",1
"primary","cembio","1_3","SQVRNKJHWKZAKO",1
"primary","cembio","1_3","UZCXPYDBYUEZCV",10
"primary","cembio","1_3","VEYYWZRYIYDQJM",1
"primary","cembio","1_3","WTDRDQBEARUVNC",1
"primary","cembio","1_3","XCCTYIAWTASOJW",1
"primary","cembio","1_3","XUJNEKJLAYXESH",1
"primary","cembio","1_3","YMAWOPBAYDPSLA",2
"primary","cembio","1_4","BTCSSZJGUNDROE",14
"primary","cembio","1_4","BZQFBWGGLXLEPQ",1
"primary","cembio","1_4","CVSVTCORWBXHQV",1
"primary","cembio","1_4","DRTQHJPVMGBUCF",1
"primary","cembio","1_4","FUOOLUPWFVMBKG",10
"primary","cembio","1_4","HEBKCHPVOIAQTA",1
"primary","cembio","1_4","HOKKHZGPKSLGJE",5
"primary","cembio","1_4","HSCJRCZFDFQWRP",1
"primary","cembio","1_4","JFLIEFSWGNOPJJ",1
"primary","cembio","1_4","JJIHLJJYMXLCOY",1
"primary","cembio","1_4","KDXKERNSBIXSRK",1
"primary","cembio","1_4","KHWCHTKSEGGWEX",1
"primary","cembio","1_4","KMXXSJLYVJEBHI",2
"primary","cembio","1_4","KRKNYBCHXYNGOX",1
"primary","cembio","1_4","LTFMZDNNPPEQNG",1
"primary","cembio","1_4","NTNWOCRCBQPEKQ",1
"primary","cembio","1_4","ODBLHEXUDAPZAU",2
"primary","cembio","1_4","QCHPKSFMDHPSNR",1
"primary","cembio","1_4","QUOGESRFPZDMMT",1
"primary","cembio","1_4","QWCKQJZIFLGMSD",12
"primary","cembio","1_4","SUHOOTKUPISOBE",1
"primary","cembio","1_4","UDMBCSSLTHHNCD",1
"primary","cembio","1_4","UZCXPYDBYUEZCV",8
"primary","cembio","1_4","VZXPDPZARILFQX",1
"primary","cembio","1_4","WHUUTDBJXJRKMK",1
"primary","cembio","1_4","YPZRWBKMTBYPTK",1
"primary","cembio","1_5","AEFLONBTGZFSGQ",3
"primary","cembio","1_5","AWUCVROLDVIAJX",1
"primary","cembio","1_5","AYFVYJQAPQTCCC",1
"primary","cembio","1_5","CAHKINHBCWCHCF",1
"primary","cembio","1_5","CKLJMWTZIZZHCS",1
"primary","cembio","1_5","DHCLVCXQIBBOPH",2
"primary","cembio","1_5","GSXOAOHZAIYLCY",14
"primary","cembio","1_5","HOKKHZGPKSLGJE",4
"primary","cembio","1_5","HXXFSFRBOHSIMQ",4
"primary","cembio","1_5","JJIHLJJYMXLCOY",15
"primary","cembio","1_5","KNTFCRCCPLEUQZ",1
"primary","cembio","1_5","KTHDTJVBEPMMGL",1
"primary","cembio","1_5","LEVWYRKDKASIDU",1
"primary","cembio","1_5","MTCFGRXMJLQNBG",1
