"mixture","lab","polarity","compound","adduct","source","areaUnderTic","xicFwhm","maxIntensity","apex_rt","snr","baseline","noise","n_scans_in_shape","prior_kind","detection"
"2.9","icl","neg","dihydroorotic acid","[M - H]-","consensus",249375.73582644,1.37100040914,87296,25.88800013064,9830.86237941415,21.0851593017578,8.87764587402343,5,"consensus","detected"
"2.9","icl","neg","fumaric acid","[M - H]-","consensus",176636.555899928,16.45900011066,515.6943359375,46.23000025752,53.0063747262095,17,9.40819549560547,4,"consensus","detected"
"2.9","icl","neg","homogentisic acid","[M - H]-","consensus",387323.47506547,4.16900038716,90565.375,58.58100056646,5088.49178245425,35,17.7912,5,"consensus","detected"
"2.9","icl","neg","nicotinic acid","[M - H]-","consensus",10469.4972969855,46.47000074382,197.591430664062,39.821999073,22.2489817794713,19.4582214355469,8.0063533241272,5,"consensus","detected"
"2.9","icl","neg","propynoic acid","[M - H]-","consensus",2757.16025520028,6.85295104980003,223.534790039062,703.40297698974,21.7521987747002,19.6788482666016,9.37173955993652,3,"consensus","detected"
"2.9","icl","neg","ritalinic acid","[M - H]-","consensus",NA,NA,NA,204.16199684142,19.2592592592593,16,4.05,1,"consensus","below_detection"
"2.9","icl","neg","thymine","[M - H]-","consensus",88705.3916431632,2.51199960714001,25802.21875,38.45100045204,12348.6959571549,15,2.08825440673828,5,"consensus","detected"
"2.9","icl","neg","vanillin","[M - H]-","consensus",219196.149669686,60.84501743316,1360.3994140625,208.73099327088,19.6655291507777,77.7083740234375,65.2253509277344,5,"consensus","detected"
"3.1","icl","neg","(3S,5R)-fluvastatin","[M - H]-","consensus",808933.760964944,14.40599441526,595.73828125,387.1230125427,16.6260275171516,72.5178833007812,31.4699586181641,2,"consensus","detected"
"3.1","icl","neg","2-Methylheptanoic acid","[M - H]-","consensus",NA,NA,NA,311.4210033417,14.7879775617468,25.8859405517578,11.6916954620361,1,"consensus","below_detection"
"3.1","icl","neg","4-phenylbutyric acid","[M - H]-","consensus",39206.2714376175,24.27000045774,176,318.04498672488,13.0748283691321,24.2890472412109,11.6032844543457,3,"consensus","detected"
"3.1","icl","neg","L-thyroxine","[M - H]-","consensus",39397.9457479976,16.9109916687,159.92041015625,314.391002655,26.58984375,17,5.375,5,"consensus","detected"
"3.1","icl","neg","lithocholic acid","[M - H]-","consensus",356.074887323328,1.82802200315996,144,524.41600799562,12.9728358524814,21.3755569458008,9.45240072784424,4,"consensus","detected"
"3.1","icl","neg","taurochenodeoxycholic acid","[M - H]-","consensus",7191664.3764153,23.3210277556801,647.69384765625,327.87600517272,20.4486532169046,53.8314208984375,29.0416400756836,5,"consensus","detected"
"3.1","icl","neg","taurodeoxycholic acid","[M - H]-","consensus",7191664.3764153,32.91400909422,549,330.15998840334,17.7373576764698,53,27.9635788513184,5,"consensus","detected"
"3.1","icl","neg","undecanedioic acid","[M - H]-","consensus",3006900.66206474,1.14200592042005,2161178,288.50798606874,29337.8374119776,102.713562011719,73.6617105102539,5,"consensus","detected"
"3.2","icl","neg","cholic acid","[M - H]-","consensus",4058007.28676604,21.30100250244,323.19091796875,352.2780132294,20.7859776451312,30.4266586303711,14.0847,5,"consensus","detected"
"3.2","icl","neg","hexadecanedioic acid","[M - H]-","consensus",6658690.13628074,16.5089893341,10364.4453125,416.5480041504,132.68184725217,195.211791992188,76.6437438964844,5,"consensus","detected"
"3.2","icl","neg","hexadecanoic acid","[M - H]-","consensus",45591.7535737059,59.0239906311001,859.62060546875,575.10400772094,21.62096681579,56.7349243164062,37.1345873657227,4,"consensus","detected"
"3.2","icl","neg","taurocholic acid","[M - H]-","consensus",6904177.43010829,9.82798576355998,963.06396484375,290.29898643492,77.8411690560888,24.8705902099609,12.0526629547119,5,"consensus","detected"
"3.2","icl","neg","tauroursodeoxycholic acid","[M - H]-","consensus",7811180.2892841,32.27102279664,59206,314.34099197388,2852.57725165638,30,20.744749319458,5,"consensus","detected"
"3.3","icl","neg","(S)-lipoic acid","[M - H]-","consensus",1000.71743536058,1.14200592036002,190,349.76700782778,35.7791604638301,20.3131713867188,4.74261627197266,2,"consensus","detected"
"3.3","icl","neg","2-hydroxyoctanoic acid","[M - H]-","consensus",585.961923221861,3.42598915097994,203.71435546875,433.05101394654,7.54742709706083,43.4524688720703,21.2339761001587,5,"consensus","detected"
"3.3","icl","neg","5-phenylpentanoic acid","[M - H]-","consensus",5191.7564238156,0.91300964358004,2912.59375,339.25901412966,182.395125550593,34.8732757568359,15.7773979187012,5,"consensus","detected"
"3.3","icl","neg","estriol","[M - H]-","consensus",3160.5391303059,24.0500164032,231.159057617188,285.0359916687,20.2500489118718,21,10.3782,4,"consensus","detected"
"3.3","icl","neg","undecanoic acid","[M - H]-","consensus",1240.71389089878,NA,126.967224121094,463.9060020447,21.8577199272416,18.6577606201172,4.95520410461426,3,"consensus","detected"
"1.1","icl","pos","5-hydroxy-L-tryptophan","[M + H]+","consensus",450298.383176411,18.75200092794,26766.25,41.6439986229,2447.67534679985,24,10.9255706787109,5,"consensus","detected"
"1.1","icl","pos","D-alpha-aminobutyric acid","[M + H]+","consensus",1184.99918657791,0.456998348279996,116.619506835938,70.94000101092,7.95563983262787,22.5,11.8305389404297,4,"consensus","detected"
"1.1","icl","pos","L-citrulline","[M + H]+","consensus",209549.891439767,7.31299996374,6929.33984375,28.37599933146,439.690380823608,27.412353515625,15.6972446777344,5,"consensus","detected"
"1.1","icl","pos","L-citrulline","[M + Na]+","consensus",514907.930320415,11.65399789812,3732.693359375,28.37599933146,502.555375577022,19,7.38962020874023,5,"consensus","detected"
"1.1","icl","pos","L-homoserine","[M + H]+","consensus",35908.3467988239,8.22700023648,1373.30859375,28.83299946786,141.688316179025,22.1796264648438,9.53592366485596,5,"consensus","detected"
"1.1","icl","pos","L-homoserine","[M + Na]+","consensus",12183.8455752683,26.74800038334,608.58984375,32.26000070574,83.0408230633803,19,7.1,4,"consensus","detected"
"1.1","icl","pos","L-lysine","[M + H]+","consensus",125546.305325331,1.82699918742,37061.375,21.29099965098,4996.0036422501,26,7.413,5,"consensus","detected"
"1.1","icl","pos","L-lysine","[M + Na]+","consensus",25242.627804648,0.68500041966,21737.71875,21.74799978732,3303.44949443868,21,6.57395210266113,5,"consensus","detected"
"1.1","icl","pos","L-valine","[M + H]+","consensus",20676.1477186967,23.09199929238,550.23291015625,38.20199847222,19.4641938085269,51.0272521972656,25.6473842620849,5,"consensus","detected"
"1.1","icl","pos","N(6)-acetyl-L-lysine","[M + H]+","consensus",2230681.62416783,7.99699902534,49773.4375,30.20400166512,2909.46218269921,37.4698791503906,17.0945571716309,5,"consensus","detected"
"1.1","icl","pos","N(6)-acetyl-L-lysine","[M + Na]+","consensus",116328.27463856,8.68299901481999,5838.6015625,30.65999865534,363.870933389609,38.7509155273438,15.9393073608398,5,"consensus","detected"
"1.1","icl","pos","N-acetyl-L-cysteine","[M + H]+","consensus",47919.441995141,5.49400091171999,3666.240234375,76.43500328064,26.6611191809968,57.5,135.355916976929,5,"consensus","detected"
"1.1","icl","pos","N-alpha-acetyl-L-asparagine","[M + H]+","consensus",33532.1456646182,1.82799875736,9981.21875,25.40400087834,957.479160294776,23.9154205322266,10.3994987487793,5,"consensus","detected"
"1.1","icl","pos","O(4)-phospho-L-tyrosine","[M + H]+","consensus",392592.64613928,18.75199913976,8520.484375,35.22899866104,62.2165575380092,348.306884765625,131.350524902344,5,"consensus","detected"
"1.1","icl","pos","alpha-D-glucosamine 6-phosphate","[M + H]+","consensus",46820.2951220732,8.4560018778,4111.5859375,28.14699947832,423.692882306551,28.5,9.6369,5,"consensus","detected"
"1.1","icl","pos","alpha-D-glucosamine 6-phosphate","[M + K]+","consensus",46820.2951220732,8.4560018778,4111.5859375,28.14699947832,423.692882306551,28.5,9.6369,5,"consensus","detected"
"1.1","icl","pos","alpha-D-glucosamine 6-phosphate","[M + Na]+","consensus",133087.946935315,10.51199913024,2531.587890625,29.2899996042,92.8165932980618,56.9827575683594,26.6612363708496,5,"consensus","detected"
"1.1","icl","pos","carnosine","[M + H]+","consensus",1616261.97797612,1.14199876782,856619,21.29099965098,23672.1735089332,43,36.1849324768066,5,"consensus","detected"
"1.1","icl","pos","glutathione","[M + H]+","consensus",2384275.93702854,0.684998631480003,1668217,26.5469992161,27765.7700653161,114.772003173828,60.0776504333496,5,"consensus","detected"
"1.1","icl","pos","glutathione","[M + K]+","consensus",101976.61639988,0.914000272740001,54151.4375,26.31799936296,4815.01689389722,22.0516510009766,11.2417852401733,5,"consensus","detected"
"1.1","icl","pos","guanosine 5'-monophosphate","[M + H]+","consensus",464390.304399787,36.1120015383,3067.9921875,42.78600096702,35.4427976679829,193.256591796875,81.1091613769531,5,"consensus","detected"
"1.1","icl","pos","homocystine","[M + H]+","consensus",60104.1012467956,0.914000272739997,38767.4375,24.03400003908,8711.14652187598,22,4.4478,5,"consensus","detected"
"1.1","icl","pos","sarcosine","[M + H]+","consensus",NA,NA,NA,88.99899959562,1.15054958424958,43,37.3734436035156,4,"consensus","below_detection"
"1.2","icl","pos","(2R)-2-acetamidopropanoic acid","[M + H]+","consensus",6861.73795510591,62.71199941638,141.216064453125,66.36400222776,9.62106319593844,25.6049880981445,12.0164553543091,3,"consensus","detected"
"1.2","icl","pos","Acetylcarnosine","[M + H]+","consensus",7858016.08000838,0.68600177766,4973236,24.7100007534,142933.249763139,61.83740234375,34.7936828613281,5,"consensus","detected"
"1.2","icl","pos","D-erythronic acid","[M + Na]+","consensus",7576.20864878048,4.34000015262,1490.60546875,24.93799924848,97.4235085766655,27.0133666992188,15.0229869918823,5,"consensus","detected"
"1.2","icl","pos","L-alpha-aminobutyric acid","[M + H]+","consensus",14021.7965272193,0.914000272740001,6527.34375,23.79600048066,796.80759985075,20.5079803466797,8.1661316619873,5,"consensus","detected"
"1.2","icl","pos","L-homocitrulline","[M + H]+","consensus",527118.720542892,0.914000272740001,331607,23.5680001974,22364.629704573,29,14.826,5,"consensus","detected"
"1.2","icl","pos","L-homocitrulline","[M + Na]+","consensus",132729.410290168,0.91300070286,111667.125,23.11100006106,14633.8708515155,24.1457443237305,7.62908053436279,4,"consensus","detected"
"1.2","icl","pos","L-tryptophan","[M + H]+","consensus",NA,NA,NA,149.43099975588,1.34464976499539,94.9173278808594,94.5098682403564,2,"consensus","below_detection"
"1.2","icl","pos","N(4)-acetylcytidine","[M + H]+","consensus",NA,NA,NA,115.29499769208,0.935071026360614,40,58.8190612792969,4,"consensus","below_detection"
"1.2","icl","pos","N(4)-acetylcytidine","[M + K]+","consensus",NA,NA,NA,99.51099872592,1.03621338259605,63,131.694519042969,4,"consensus","below_detection"
"1.2","icl","pos","N(4)-acetylcytidine","[M + Na]+","consensus",NA,NA,NA,94.2560005188,4.91711090531953,23.5,9.05002975463867,4,"consensus","below_detection"
"1.2","icl","pos","N-acetyl-L-aspartic acid","[M + H]+","consensus",41225.1818659766,0.68500041966,2638.107421875,42.5289988518,160.840367528271,37.2919769287109,16.170166015625,3,"consensus","detected"
"1.2","icl","pos","N-acetyl-L-glutamine","[M + H]+","consensus",46978.8846201525,1.142000556,23237,26.53699994088,342.365705957052,183.170776367188,67.3368530273438,4,"consensus","detected"
"1.2","icl","pos","N-acetyl-L-glutamine","[M + Na]+","consensus",171.942276344735,0.457000136400001,226.532836914062,27.45100021362,16.3241563361393,23.7483367919922,12.4223571464539,3,"consensus","detected"
"1.2","icl","pos","N-acetylglycine","[M + H]+","consensus",5730.90952389059,34.28400099276,187.79345703125,30.8780014515,14.7164837223797,34.4480972290039,10.4199727798462,4,"consensus","detected"
"1.2","icl","pos","N-carbamoylglutamic acid","[M + H]+","consensus",11707.679563761,0.457000136400001,10022.4375,26.76599979402,709.873301599396,35.6333312988281,14.068431854248,3,"consensus","detected"
"1.2","icl","pos","N-carbamoylglutamic acid","[M + Na]+","consensus",81702.3575975312,0.457000136400001,41441.9375,26.76599979402,4333.7674464978,25.8030548095703,9.55661210632324,4,"consensus","detected"
"1.2","icl","pos","folic acid","[M + H]+","consensus",723.622006596421,6.39600276948002,158,185.6019973755,24.3076409505074,20.3329086303711,5.66353154754639,3,"consensus","detected"
"1.2","icl","pos","folic acid","[M + K]+","consensus",723.622006596421,6.39600276948002,158,185.6019973755,24.3076409505074,20.3329086303711,5.66353154754639,3,"consensus","detected"
"1.2","icl","pos","folic acid","[M + Na]+","consensus",53389.2917877499,23.30100059514,506.028564453125,175.47300338748,47.0136856545597,22.8412780761719,10.277587890625,2,"consensus","detected"
"1.2","icl","pos","kynurenine","[M + H]+","consensus",433184.228363305,28.34500193592,26584.859375,53.05499911308,2716.93739143805,26.5953063964844,9.77507400512695,5,"consensus","detected"
"1.2","icl","pos","kynurenine","[M + Na]+","consensus",48561.7873186941,26.74700081346,4638.40234375,52.14099884034,352.621099898888,25.7738800048828,13.0809769042969,5,"consensus","detected"
"1.3","icl","pos","2-aminoisobutyric acid","[M + H]+","consensus",NA,NA,NA,23.36700081828,1019.62204099748,44.5,17.2329174865723,1,"consensus","below_detection"
"1.3","icl","pos","D-alanine","[M + H]+","consensus",6510.60721711716,1.14300012588,2889.8125,22.91000068188,645.445501146634,19,4.4478,4,"consensus","detected"
"1.3","icl","pos","D-asparagine","[M + H]+","consensus",15399.8816585594,34.95299935344,147.41650390625,40.0440001488,15.843224691623,20.437614440918,8.01471240463257,2,"consensus","detected"
"1.3","icl","pos","D-asparagine","[M + Na]+","consensus",NA,NA,NA,52.1500003338,28.6116328307976,28.7891387939453,14.4001358032227,1,"consensus","below_detection"
"1.3","icl","pos","L-arginine","[M + H]+","consensus",319523.529327269,12.56399810316,3143.521484375,37.53099918366,97.9909541000779,69.6515197753906,31.3689155578613,5,"consensus","detected"
"1.3","icl","pos","L-arginine","[M + Na]+","consensus",617.326419996002,NA,310.01123046875,37.30199933052,32.4068807362724,27.3859558105469,8.72115020751953,4,"consensus","detected"
"1.3","icl","pos","L-cysteine","[M + H]+","consensus",16246.2174861241,2.28399932382,4234.390625,24.28099930284,297.551753565824,27.193603515625,14.139379019165,5,"consensus","detected"
"1.3","icl","pos","L-dopa","[M + H]+","consensus",53590.0818146412,1.82800054548,13974.46875,27.48000025752,1771.50327584478,24,7.87493251647949,3,"consensus","detected"
"1.3","icl","pos","L-ornithine","[M + H]+","consensus",15221.2107562259,4.34000015256,3791.84375,22.91000068188,346.584597004573,34.5527954101562,10.8409057617187,5,"consensus","detected"
"1.3","icl","pos","L-ornithine","[M + Na]+","consensus",4513.75351484192,0.457000136400001,1057.8232421875,22.22500026228,75.3130111081541,25.985481262207,13.7006573730469,2,"consensus","detected"
"1.3","icl","pos","N(2)-acetyl-L-lysine","[M + H]+","consensus",NA,NA,NA,30.6780016422,3556.81229732799,26.8326568603516,13.3193294677734,1,"consensus","below_detection"
"1.3","icl","pos","N(2)-acetyl-L-lysine","[M + Na]+","consensus",15517.0864197175,7.53899931912,989.31689453125,29.99299943448,55.0185509573901,30.6020965576172,17.4253007629395,5,"consensus","detected"
"1.3","icl","pos","N-acetyl-L-glutamic acid","[M + H]+","consensus",436.836227793641,NA,138,84.22199964522,5.75288410806332,27.035888671875,19.2884315490723,2,"consensus","detected"
"1.3","icl","pos","N-acetyl-beta-neuraminic acid","[M + Na]+","consensus",31576.6266010198,3.8829982281,1736.7353515625,33.64800095556,257.076759995299,22,6.67012977600098,4,"consensus","detected"
"1.3","icl","pos","N-carbamoylaspartic acid","[M + H]+","consensus",21849.7203474312,5.94000220296,1079.6337890625,29.308000803,159.968319280779,21,6.61777153015137,4,"consensus","detected"
"1.3","icl","pos","UDP","[M + H]+","consensus",54442.9955607813,38.67199838166,1203.95703125,48.95300030706,20.8480129103055,76,54.1038148864746,4,"consensus","detected"
"1.3","icl","pos","guanosine","[M + H]+","consensus",NA,NA,NA,64.78699922562,2.40057043153717,27.7322311401367,11.3588705841064,3,"consensus","below_detection"
"1.3","icl","pos","guanosine","[M + Na]+","consensus",470.513926187724,2.75799751278001,123.370483398438,67.98500061036,6.56848881868708,25.5,14.9,3,"consensus","detected"
"1.3","icl","pos","isocitric acid","[M + Na]+","consensus",NA,NA,NA,42.55700111388,29.3021792980671,25.8398208618164,12.081746673584,1,"consensus","below_detection"
"1.3","icl","pos","thiamine(1+) diphosphate","[M + H]+","consensus",55406.5688994516,9.36600208278,6633.2421875,43.47000002862,11.4344651607707,1509.47314453125,448.098706054687,4,"consensus","detected"
"1.4","icl","pos","2'-deoxyadenosine 5'-monophosphate","[M + H]+","consensus",674527.693601767,1.59900069234,242745.625,26.10499978068,11917.5829481643,38,20.3655075073242,5,"consensus","detected"
"1.4","icl","pos","2'-deoxyguanosine 5'-monophosphate","[M + H]+","consensus",287924.150305248,7.31200039386,14695.9921875,28.8470005989,296.650436848535,92.2044677734375,49.2289439208984,5,"consensus","detected"
"1.4","icl","pos","2'-deoxyguanosine 5'-monophosphate","[M + Na]+","consensus",49770.381780561,7.0829987526,4643.71484375,28.8470005989,273.373406520827,25.7232055664062,16.8926147460937,5,"consensus","detected"
"1.4","icl","pos","D-arabinitol","[M + H]+","consensus",1933.34407578118,3.19799959662,221.851196289062,24.73500072954,35.0791037846563,19,5.7826789855957,2,"consensus","detected"
"1.4","icl","pos","D-arabinitol","[M + Na]+","consensus",31109.5327513351,1.59900069234,18026.078125,23.36400032046,2207.55651925978,25,8.1543,5,"consensus","detected"
"1.4","icl","pos","D-lysine","[M + H]+","consensus",89190.5989895526,2.05700039862,25171.4375,21.53599977492,3173.46356798046,21.7387237548828,7.925,5,"consensus","detected"
"1.4","icl","pos","D-lysine","[M + Na]+","consensus",20082.8135848351,0.914000272740001,10397.59375,21.99299991132,1616.39262885372,19,6.42083709411621,5,"consensus","detected"
"1.4","icl","pos","L-homoarginine","[M + H]+","consensus",3663059.33240501,18.5200023651,4242.1875,36.84399962424,219.07523417154,32.6470642089844,19.2150447845459,5,"consensus","detected"
"1.4","icl","pos","L-homoarginine","[M + Na]+","consensus",194.12749122025,NA,127,46.45299911502,22.6110187091858,18.8915023803711,4.78123073577881,2,"consensus","detected"
"1.4","icl","pos","N(2)-phenylacetyl-L-glutamine","[M + H]+","consensus",268.587512911625,NA,299.155517578125,187.218003273,15.6657696240784,28.1845550537109,17.2970092773437,2,"consensus","detected"
"1.4","icl","pos","N(2)-phenylacetyl-L-glutamine","[M + K]+","consensus",1617471.05487534,9.37800407406002,6969.1953125,167.05800533292,252.507757143552,62.169677734375,27.3537166259766,5,"consensus","detected"
"1.4","icl","pos","N(2)-phenylacetyl-L-glutamine","[M + Na]+","consensus",4913038.86381375,9.60700035089999,15878.703125,167.05800533292,652.735246257353,45,24.2574661254883,5,"consensus","detected"
"1.4","icl","pos","N-acetyl-L-serine","[M + H]+","consensus",3244.24090967375,1.82699918748,685.78125,27.01900005342,94.7023091596965,20,7.03025360107422,2,"consensus","detected"
"1.4","icl","pos","N-acetyl-L-serine","[M + K]+","consensus",68579.4005914751,1.82699918748,16128.515625,24.2780005932,581.27904104565,70.3273315429688,27.6256103515625,5,"consensus","detected"
"1.4","icl","pos","N-benzoylglycine","[M + H]+","consensus",695.038034772371,3.42600345611999,146,169.1139936447,10.1600092254946,24.7054214477539,11.938431930542,4,"consensus","detected"
"1.4","icl","pos","N-benzoylglycine","[M + Na]+","consensus",33936.6656965725,18.97200107574,96.9158935546875,168.42800617218,11.7283459115854,20.4272689819336,6.5216890045166,2,"consensus","detected"
"1.4","icl","pos","O-phospho-L-serine","[M + H]+","consensus",71240.9520911326,41.87999904156,704.048828125,51.70699954032,34.1475171306971,36.5,19.5489711761475,4,"consensus","detected"
"1.4","icl","pos","O-phosphoethanolamine","[M + Na]+","consensus",13434.312093271,0.914000272799999,6822.265625,22.6789999008,764.565136134718,21,8.8956,5,"consensus","detected"
"1.4","icl","pos","citric acid","[M + H]+","consensus",NA,NA,NA,67.75699853898,3.63692080462348,28.5,17.1848669128418,2,"consensus","below_detection"
"1.4","icl","pos","creatine","[M + H]+","consensus",831795.414595573,8.91099929814,16537.625,29.30500030518,1504.0532036239,21.4066772460938,10.9811396850586,5,"consensus","detected"
"1.4","icl","pos","creatine","[M + Na]+","consensus",7788.93802715811,29.26800012588,283.40234375,29.53400015832,24.2547066165139,25,10.653699005127,5,"consensus","detected"
"1.4","icl","pos","glutathione disulfide","[M + H]+","consensus",818840.470394451,18.9770025015,1976.181640625,40.74200034144,106.702432505283,28.3867874145508,18.2544559432983,4,"consensus","detected"
"1.4","icl","pos","glycine","[M + H]+","consensus",NA,NA,NA,NA,NA,NA,NA,0,"consensus","no_data"
"1.4","icl","pos","uridine","[M + H]+","consensus",2137.56642152855,16.23400211334,251.088745117188,89.0249991417,8.51027173012242,47.6440124511719,23.9057857513428,4,"consensus","detected"
"1.4","icl","pos","uridine","[M + Na]+","consensus",NA,NA,NA,97.48000144956,8.15960447222724,24.4664535522461,8.20403596343994,1,"consensus","below_detection"
"1.5","icl","pos","(2R)-2-amino-3-methoxypropanoic acid","[M + H]+","consensus",11469.6542508966,21.27700120212,107,30.91200113298,7.94664395994282,25.5,10.2559017883301,5,"consensus","detected"
"1.5","icl","pos","3-amino-L-alanine","[M + H]+","consensus",5882.03140093904,3.88300001622,1985.4189453125,22.46100068094,442.110469290998,19,4.4478,3,"consensus","detected"
"1.5","icl","pos","3-amino-L-alanine","[M + Na]+","consensus",729.270748884001,NA,339.35693359375,22.2320008278,32.3088268627619,28,9.6369,3,"consensus","detected"
"1.5","icl","pos","D-arginine","[M + H]+","consensus",2586032.36261119,12.34600067136,15019.078125,30.91200113298,360.386648588748,76.3312072753906,41.4630979705811,5,"consensus","detected"
"1.5","icl","pos","D-arginine","[M + Na]+","consensus",59491.1966245533,32.24500134588,139,32.51099824908,16.2389539614973,21.865234375,7.213196484375,3,"consensus","detected"
"1.5","icl","pos","L-alanine","[M + H]+","consensus",2899.75455219391,5.48200070856,349.740234375,26.34400069716,20.7547659135001,27,15.5501746307373,5,"consensus","detected"
"1.5","icl","pos","L-cystine","[M + H]+","consensus",50607.0171866998,4.11199986936,12991.9140625,22.91699945928,1117.95265592378,23.6632537841797,11.6,5,"consensus","detected"
"1.5","icl","pos","L-glutamic acid","[M + H]+","consensus",20148.7490109151,3.65500152114,4763.578125,23.37399959562,389.463712920497,19,12.182336807251,5,"consensus","detected"
"1.5","icl","pos","L-glutamine","[M + H]+","consensus",28122.9332509904,0.685000419599998,18757.171875,22.91699945928,2066.32374377433,24.8280639648438,9.06554157714844,5,"consensus","detected"
"1.5","icl","pos","L-glutamine","[M + Na]+","consensus",28122.9332509904,0.685000419599998,18757.171875,22.91699945928,2066.32374377433,24.8280639648438,9.06554157714844,5,"consensus","detected"
"1.5","icl","pos","L-serine","[M + H]+","consensus",NA,NA,NA,46.44499897956,0.959089656879079,24.8900909423828,10.5411511688232,5,"consensus","below_detection"
"1.5","icl","pos","N,N,N-trimethylglycinium","[M + H]+","consensus",1066.06725038857,6.40997886653997,327.1708984375,400.68700790406,12.8844736583165,53.0405883789062,21.2760192871094,2,"consensus","detected"
"1.5","icl","pos","N-acetyl-L-alanine","[M + H]+","consensus",NA,NA,NA,35.70899963376,88.0613884076116,24,5.9304,1,"consensus","below_detection"
"1.5","icl","pos","N-acetyl-L-alanine","[M + Na]+","consensus",6152.12946551543,11.8779999018,915.53369140625,35.93700170514,142.671612371962,21.3295974731445,6.26756843261719,5,"consensus","detected"
"1.5","icl","pos","N-acetyl-L-tyrosine","[M + H]+","consensus",135272.355229264,8.68100166324001,8274.0390625,129.78900432588,177.08339753157,48.5909729003906,46.4495723724365,5,"consensus","detected"
"1.5","icl","pos","alpha-D-glucose 1-phosphate","[M + Na]+","consensus",47413.3030825407,0.912998914679999,19541.96875,22.91699945928,2012.66101426893,24,9.69759368896484,5,"consensus","detected"
"1.5","icl","pos","cysteic acid","[M + H]+","consensus",92003.6089369021,10.963999629,11315.2109375,27.94299960138,1360.8687876506,20,8.3,5,"consensus","detected"
"1.5","icl","pos","cysteic acid","[M + K]+","consensus",18421.3547627975,1.37099862096,3084.85546875,23.37399959562,313.911122308936,24.0447998046875,9.75056457519531,5,"consensus","detected"
"1.5","icl","pos","cytidine","[M + H]+","consensus",592307.754954404,7.9950016737,1344.6767578125,31.14100098612,124.62823946493,25.517204284668,10.5847563858032,3,"consensus","detected"
"1.6","icl","pos","(6S)-5-formyltetrahydrofolic acid","[M + H]+","consensus",836.91969655277,NA,103,164.10199642182,15.1282741598887,20.1726989746094,5.475,2,"consensus","detected"
"1.6","icl","pos","(6S)-5-formyltetrahydrofolic acid","[M + K]+","consensus",836.91969655277,NA,103,164.10199642182,15.1282741598887,20.1726989746094,5.475,2,"consensus","detected"
"1.6","icl","pos","(6S)-5-formyltetrahydrofolic acid","[M + Na]+","consensus",836.91969655277,NA,103,164.10199642182,15.1282741598887,20.1726989746094,5.475,2,"consensus","detected"
"1.6","icl","pos","3-chloro-L-tyrosine","[M + H]+","consensus",1192208.83647008,28.80900084972,81934.125,54.22999978068,13652.3541666667,20,6,5,"consensus","detected"
"1.6","icl","pos","D-serine","[M + H]+","consensus",2558.61343392783,21.71800017354,106.951171875,28.61900031564,10.7517116055167,19.3247222900391,8.15,5,"consensus","detected"
"1.6","icl","pos","L-arabinitol","[M + H]+","consensus",1685.9146616137,0.685000419600001,384.442138671875,26.79099977016,31.7651403963933,31.2296600341797,11.1195,3,"consensus","detected"
"1.6","icl","pos","L-arabinitol","[M + Na]+","consensus",34363.443766635,1.37100040914,17122.90625,23.59300017354,3012.27524565954,21.9127349853516,5.67710189819335,5,"consensus","detected"
"1.6","icl","pos","L-histidine","[M + H]+","consensus",1729293.36418475,17.60099887848,3544.95703125,35.47099828722,109.7606020566,43.8826141357422,31.8973689239502,5,"consensus","detected"
"1.6","icl","pos","L-histidine","[M + Na]+","consensus",195386.18572476,26.05600029234,178.086303710938,36.8530011177,25.4844258230947,19,6.24249119110107,4,"consensus","detected"
"1.6","icl","pos","L-methionine S-oxide","[M + H]+","consensus",100250.952454593,14.16300058362,439.631103515625,31.58800005912,52.8154858785962,23.7091522216797,7.875,5,"consensus","detected"
"1.6","icl","pos","L-threonine","[M + H]+","consensus",14232.6350213168,1.37100040914,5695.47265625,23.1360000372,1057.16397084023,20.9989471435547,5.36763819580078,5,"consensus","detected"
"1.6","icl","pos","N(alpha)-acetyl-L-arginine","[M + H]+","consensus",20005762.7355207,6.39600098136,411842,28.61900031564,8318.52395629489,102.465637207031,49.4967059692383,5,"consensus","detected"
"2.1","icl","pos","2'-deoxyguanosine","[M + H]+","consensus",622.169426166511,2.96899795536,193.028564453125,57.6479995251,14.4328936023106,23,11.7806289672852,3,"consensus","detected"
"2.1","icl","pos","2'-deoxyguanosine","[M + Na]+","consensus",622.169426166511,2.96899795536,193.028564453125,57.6479995251,14.4328936023106,23,11.7806289672852,3,"consensus","detected"
"2.1","icl","pos","3-hydroxybenzyl alcohol","[M + H]+","consensus",610.377146318158,NA,222.987182617188,111.18900060654,9.55791297325721,36.6078796386719,19.5,2,"consensus","detected"
"2.1","icl","pos","3-hydroxybenzyl alcohol","[M + Na]+","consensus",NA,NA,NA,130.44899940492,1.92945002979861,41.7914581298828,37.0260566711426,4,"consensus","below_detection"
"2.1","icl","pos","5-aminoimidazole-4-carboxamide","[M + H]+","consensus",24059.9355867419,1.37100040914,5839.22265625,24.04299974442,144.337810418801,55.6663360595703,40.0695860870361,5,"consensus","detected"
"2.1","icl","pos","5-methyl-2'-deoxycytidine","[M + H]+","consensus",585203.761618518,8.90899837014,16414.53125,32.03799963,1098.02563014757,29.0370330810547,14.922688293457,5,"consensus","detected"
"2.1","icl","pos","9H-xanthine","[M + H]+","consensus",NA,NA,NA,71.42699718474,2.43181964148026,56.7148132324219,66.7726570129394,2,"consensus","below_detection"
