"mixture","lab","compound","inchikey_2d","polarity","best_formula_rank","best_structure_rank","adducts","molecularFormula","expected_formula","expected_inchikey","mz_observed","confidenceExactMatch","confidenceApproxMatch","confidence_tier"
"2.9","cembio","diethyl 2-methyl-3-oxosuccinate","OQOCQBJWOCRPQY","pos",1,1,"[M + H]+;[M + Na]+","C9H14O5","C9H14O5","OQOCQBJWOCRPQY-UHFFFAOYSA-N",203.091506958008,0.130651466651233,0.130651466651233,"C"
"2.9","cembio","nicotinic acid","PVNIIMVLHYAWGP","neg",1,1,"[M - H]-","C6H5NO2","C6H5NO2","PVNIIMVLHYAWGP-UHFFFAOYSA-N",122.024696350098,0.332516014269812,0.868611662505395,"C"
"2.9","cembio","nicotinic acid","PVNIIMVLHYAWGP","pos",1,1,"[M + H]+","C6H5NO2","C6H5NO2","PVNIIMVLHYAWGP-UHFFFAOYSA-N",124.03980255127,0.490437579281089,0.838215073938155,"C"
"2.9","cembio","agmatine","QYPPJABKJHAVHS","pos",1,1,"[M + H]+;[M + Na]+","C5H14N4","C5H14N4","QYPPJABKJHAVHS-UHFFFAOYSA-N",131.129302978516,0.990498264211707,0.990498264211707,"B"
"2.9","cembio","D-leucine","ROHFNLRQFUQHCH","neg",1,1,"[M - H]-","C6H13NO2","C6H13NO2","ROHFNLRQFUQHCH-RXMQYKEDSA-N",130.087005615234,0.185882333812708,0.553236887920802,"D"
"2.9","cembio","D-leucine","ROHFNLRQFUQHCH","pos",1,1,"[M + H]+","C6H13NO2","C6H13NO2","ROHFNLRQFUQHCH-RXMQYKEDSA-N",132.102005004883,0.679077170461828,0.884913611758343,"A"
"2.9","cembio","thymine","RWQNBRDOKXIBIV","neg",1,1,"[M - H]-","C5H6N2O2","C5H6N2O2","RWQNBRDOKXIBIV-UHFFFAOYSA-N",125.035697937012,0.243440168654687,0.66007357181829,"C"
"2.9","cembio","thymine","RWQNBRDOKXIBIV","pos",1,1,"[M + H]+;[M + Na]+","C5H6N2O2","C5H6N2O2","RWQNBRDOKXIBIV-UHFFFAOYSA-N",127.050300598145,0.901510157543563,0.960789463146064,"B"
"2.9","cembio","(R)-noradrenaline","SFLSHLFXELFNJZ","neg",1,1,"[M - H]-","C8H11NO3","C8H11NO3","SFLSHLFXELFNJZ-QMMMGPOBSA-N",168.066802978516,0.459886183840837,0.802700268299924,"D"
"2.9","cembio","(R)-noradrenaline","SFLSHLFXELFNJZ","pos",1,1,"[M + H]+","C8H11NO3","C8H11NO3","SFLSHLFXELFNJZ-QMMMGPOBSA-N",170.080993652344,0.959896951299989,0.972498372184097,"D"
"2.9","cembio","dihydroorotic acid","UFIVEPVSAGBUSI","neg",1,1,"[M - H]-","C5H6N2O4","C5H6N2O4","UFIVEPVSAGBUSI-UHFFFAOYSA-N",157.025497436523,0.807083865941389,0.968084953931287,"A"
"2.9","cembio","fumaric acid","VZCYOOQTPOCHFL","neg",1,1,"[M - H]-","C4H4O4","C4H4O4","VZCYOOQTPOCHFL-OWOJBTEDSA-N",115.003700256348,0.242474635085236,0.242474635085236,"C"
"2.9","cembio","fumaric acid","VZCYOOQTPOCHFL","pos",1,1,"[M + H]+","C4H4O4","C4H4O4","VZCYOOQTPOCHFL-OWOJBTEDSA-N",117.017997741699,0.838335560316448,0.838335560316448,"B"
"2.9","cembio","taurine","XOAAWQZATWQOTB","pos",3,1,"[M + Na]+","C2H7NO3S","C2H7NO3S","XOAAWQZATWQOTB-UHFFFAOYSA-N",148.003799438477,0.241336112161393,0.267522661983617,"D"
"2.9","cembio","N-acetyl-L-methionine","XUYPXLNMDZIRQH","neg",1,1,"[M - H]-","C7H13NO3S","C7H13NO3S","XUYPXLNMDZIRQH-LURJTMIESA-N",190.054397583008,0.912256654887467,0.931467695215838,"B"
"2.9","cembio","N-acetyl-L-methionine","XUYPXLNMDZIRQH","pos",1,1,"[M + H]+;[M + Na]+","C7H13NO3S","C7H13NO3S","XUYPXLNMDZIRQH-LURJTMIESA-N",192.069107055664,0.980918966526459,0.90553990924142,"A"
"2.9","hmgu","nicotinamide","DFPAKSUCGFBDDF","pos",1,2,"[M + Na]+","C6H6N2O","C6H6N2O","DFPAKSUCGFBDDF-UHFFFAOYSA-N",NA,NA,NA,"B"
"2.9","hmgu","ritalinic acid","INGSNVSERUZOAK","pos",2,12,"[M + H]+","C13H17NO2","C13H17NO2","INGSNVSERUZOAK-UHFFFAOYSA-N",NA,NA,NA,"C"
"2.9","hmgu","nicotinic acid","PVNIIMVLHYAWGP","neg",2,2,"[M - H]-","C6H5NO2","C6H5NO2","PVNIIMVLHYAWGP-UHFFFAOYSA-N",NA,NA,NA,"C"
"2.9","hmgu","3-methylbutanal","YGHRJJRRZDOVPD","neg",1,1,"[M - H]-","C5H10O","C5H10O","YGHRJJRRZDOVPD-UHFFFAOYSA-N",85.065740565194,0.0376834090220103,0.101894683493362,"C"
"2.9","icl","N-acetyl-L-methionine","XUYPXLNMDZIRQH","pos",1,4,"[M + H]+","C7H13NO3S","C7H13NO3S","XUYPXLNMDZIRQH-LURJTMIESA-N",NA,NA,NA,"A"
"3.1","afekta","(3S,5R)-fluvastatin","FJLGEFLZQAZZCD","pos",5,1,"[M + Na]+","C24H26FNO4","C24H26FNO4","FJLGEFLZQAZZCD-JUFISIKESA-N",434.171447753906,0.0669743898597327,0.0669743898597327,"C"
"3.1","cembio","taurodeoxycholic acid","AWDRATDZQPNJFN","neg",1,2,"[M - H]-","C26H45NO6S","C26H45NO6S","AWDRATDZQPNJFN-VAYUFCLWSA-N",NA,NA,NA,"D"
"3.1","cembio","taurodeoxycholic acid","AWDRATDZQPNJFN","pos",1,2,"[M + H]+;[M + Na]+","C26H45NO6S","C26H45NO6S","AWDRATDZQPNJFN-VAYUFCLWSA-N",NA,NA,NA,"D"
"3.1","cembio","taurochenodeoxycholic acid","BHTRKEVKTKCXOH","neg",1,1,"[M - H]-","C26H45NO6S","C26H45NO6S","BHTRKEVKTKCXOH-BJLOMENOSA-N",498.289588479435,0.473856994634671,0.473856994634671,"C"
"3.1","cembio","taurochenodeoxycholic acid","BHTRKEVKTKCXOH","pos",1,1,"[M + H]+;[M + Na]+","C26H45NO6S","C26H45NO6S","BHTRKEVKTKCXOH-BJLOMENOSA-N",500.305206298828,0.870585765934907,0.994497863222456,"A"
"3.1","cembio","(3S,5R)-fluvastatin","FJLGEFLZQAZZCD","neg",1,1,"[M - H]-","C24H26FNO4","C24H26FNO4","FJLGEFLZQAZZCD-JUFISIKESA-N",410.177703857422,0.683565014239612,0.683565014239612,"B"
"3.1","cembio","undecanedioic acid","LWBHHRRTOZQPDM","neg",1,1,"[M - H]-","C11H20O4","C11H20O4","LWBHHRRTOZQPDM-UHFFFAOYSA-N",215.128997802734,0.655604660266021,0.655604660266021,"A"
"3.1","cembio","undecanedioic acid","LWBHHRRTOZQPDM","pos",3,6,"[M + Na]+","C11H20O4","C11H20O4","LWBHHRRTOZQPDM-UHFFFAOYSA-N",NA,NA,NA,"D"
"3.1","cembio","2-Methylheptanoic acid","NKBWMBRPILTCRD","neg",1,5,"[M - H]-","C8H16O2","C8H16O2","NKBWMBRPILTCRD-UHFFFAOYSA-N",NA,NA,NA,"D"
"3.1","cembio","lithocholic acid","SMEROWZSTRWXGI","neg",2,1,"[M - H]-","C24H40O3","C24H40O3","SMEROWZSTRWXGI-HVATVPOCSA-N",375.291198730469,0.237133201633061,0.67374353830561,"C"
"3.1","cembio","L-thyroxine","XUIIKFGFIJCVMT","neg",1,1,"[M - H]-","C15H11I4NO4","C15H11I4NO4","XUIIKFGFIJCVMT-LBPRGKRZSA-N",775.679321289063,0.439006048864255,0.490661405341868,"C"
"3.1","cembio","L-thyroxine","XUIIKFGFIJCVMT","pos",1,1,"[M + H]+","C15H11I4NO4","C15H11I4NO4","XUIIKFGFIJCVMT-LBPRGKRZSA-N",777.695373535156,0.669225937134627,0.689620247175248,"B"
"3.1","hmgu","taurodeoxycholic acid","AWDRATDZQPNJFN","neg",1,2,"[M - H]-","C26H45NO6S","C26H45NO6S","AWDRATDZQPNJFN-VAYUFCLWSA-N",NA,NA,NA,"D"
"3.1","hmgu","taurochenodeoxycholic acid","BHTRKEVKTKCXOH","neg",1,1,"[M - H]-","C26H45NO6S","C26H45NO6S","BHTRKEVKTKCXOH-BJLOMENOSA-N",498.289720368996,0.385932815169999,0.385932815169999,"C"
"3.1","hmgu","(3S,5R)-fluvastatin","FJLGEFLZQAZZCD","neg",1,1,"[M - H]-","C24H26FNO4","C24H26FNO4","FJLGEFLZQAZZCD-JUFISIKESA-N",410.177693848414,0.429399662462913,0.429399662462913,"B"
"3.1","hmgu","undecanedioic acid","LWBHHRRTOZQPDM","neg",1,1,"[M - H]-","C11H20O4","C11H20O4","LWBHHRRTOZQPDM-UHFFFAOYSA-N",215.128869109537,0.241186848501836,0.20136995376343,"A"
"3.1","hmgu","4-phenylbutyric acid","OBKXEAXTFZPCHS","neg",1,1,"[M - H]-","C10H12O2","C10H12O2","OBKXEAXTFZPCHS-UHFFFAOYSA-N",163.075641700631,0.583911424821407,0.583911424821407,"C"
"3.1","icl","1,2-di-O-myristoyl-sn-glycero-3-phosphocholine","CITHEXJVPOWHKC","pos",1,1,"[M + H]+","C36H72NO8P","C36H72NO8P","CITHEXJVPOWHKC-UUWRZZSWSA-N",678.506958007813,0.12755127192339,0.570069677676187,"C"
"3.1","icl","L-thyroxine","XUIIKFGFIJCVMT","pos",1,1,"[M + H]+","C15H11I4NO4","C15H11I4NO4","XUIIKFGFIJCVMT-LBPRGKRZSA-N",777.690490722656,0.629745497371106,0.651306163698068,"B"
"3.2","cembio","cholic acid","BHQCQFFYRZLCQQ","neg",1,1,"[M - H]-","C24H40O5","C24H40O5","BHQCQFFYRZLCQQ-OELDTZBJSA-N",407.279907226563,0.823406755873655,0.973702483000409,"B"
"3.2","cembio","cholic acid","BHQCQFFYRZLCQQ","pos",1,1,"[M + Na]+","C24H40O5","C24H40O5","BHQCQFFYRZLCQQ-OELDTZBJSA-N",431.276794433594,0.0911311469700509,0.18069924595609,"C"
"3.2","cembio","tauroursodeoxycholic acid","BHTRKEVKTKCXOH","neg",1,1,"[M - H]-","C26H45NO6S","C26H45NO6S","BHTRKEVKTKCXOH-LBSADWJPSA-N",498.289703369141,0.467198367254305,0.467198367254305,"C"
"3.2","cembio","tauroursodeoxycholic acid","BHTRKEVKTKCXOH","pos",1,1,"[M + H]+;[M + Na]+","C26H45NO6S","C26H45NO6S","BHTRKEVKTKCXOH-LBSADWJPSA-N",500.303192138672,0.928413827682537,0.994506387053445,"A"
"3.2","cembio","hyodeoxycholic acid","DGABKXLVXPYZII","pos",1,2,"[M + H]+","C24H40O4","C24H40O4","DGABKXLVXPYZII-SIBKNCMHSA-N",NA,NA,NA,"D"
"3.2","cembio","hexadecanoic acid","IPCSVZSSVZVIGE","neg",1,1,"[M - H]-","C16H32O2","C16H32O2","IPCSVZSSVZVIGE-UHFFFAOYSA-N",255.232604980469,0.13564617187463,0.116790540598084,"D"
"3.2","cembio","all-trans-retinal","NCYCYZXNIZJOKI","pos",1,1,"[M + H]+","C20H28O","C20H28O","NCYCYZXNIZJOKI-OVSJKPMPSA-N",285.221405029297,0.80289393396737,0.906597426187321,"A"
"3.2","cembio","cholest-4-en-3-one","NYOXRYYXRWJDKP","pos",1,1,"[M + H]+","C27H44O","C27H44O","NYOXRYYXRWJDKP-GYKMGIIDSA-N",385.346893310547,0.929834091820978,0.971127061415804,"D"
"3.2","cembio","hexadecanedioic acid","QQHJDPROMQRDLA","neg",1,1,"[M - H]-","C16H30O4","C16H30O4","QQHJDPROMQRDLA-UHFFFAOYSA-N",285.207397460938,0.270219284753224,0.270219284753224,"C"
"3.2","cembio","hexadecanedioic acid","QQHJDPROMQRDLA","pos",1,2,"[M + H]+;[M + Na]+","C16H30O4","C16H30O4","QQHJDPROMQRDLA-UHFFFAOYSA-N",NA,NA,NA,"D"
"3.2","cembio","1,2-dioleoyl-sn-glycero-3-phosphocholine","SNKAWJBJQDLSFF","pos",1,12,"[M + H]+","C44H84NO8P","C44H84NO8P","SNKAWJBJQDLSFF-NVKMUCNASA-N",NA,NA,NA,"D"
"3.2","cembio","1-stearoyl-sn-glycerol","VBICKXHEKHSIBG","pos",2,4,"[M + H]+;[M + Na]+","C21H42O4","C21H42O4","VBICKXHEKHSIBG-FQEVSTJZSA-N",NA,NA,NA,"D"
"3.2","cembio","taurocholic acid","WBWWGRHZICKQGZ","neg",1,1,"[M - H]-","C26H45NO7S","C26H45NO7S","WBWWGRHZICKQGZ-HZAMXZRMSA-N",514.284729003906,0.442465705667967,0.442465705667967,"B"
"3.2","cembio","taurocholic acid","WBWWGRHZICKQGZ","pos",2,1,"[M + H]+","C26H45NO7S","C26H45NO7S","WBWWGRHZICKQGZ-HZAMXZRMSA-N",516.2998046875,0.940964454743657,0.994423306822179,"A"
"3.2","cembio","Leucomalachite green","WZKXBGJNNCGHIC","pos",1,1,"[M + H]+","C23H26N2","C23H26N2","WZKXBGJNNCGHIC-UHFFFAOYSA-N",331.217498779297,0.80067502468663,0.80067502468663,"C"
"3.2","cembio","gamma-terpinene","YKFLAYDHMOASIY","pos",1,2,"[M + H]+","C10H16","C10H16","YKFLAYDHMOASIY-UHFFFAOYSA-N",NA,NA,NA,"D"
"3.2","hmgu","cholic acid","BHQCQFFYRZLCQQ","neg",1,1,"[M - H]-","C24H40O5","C24H40O5","BHQCQFFYRZLCQQ-OELDTZBJSA-N",407.280601256473,0.813448182226595,0.972700654436483,"B"
"3.2","hmgu","tauroursodeoxycholic acid","BHTRKEVKTKCXOH","neg",1,1,"[M - H]-","C26H45NO6S","C26H45NO6S","BHTRKEVKTKCXOH-LBSADWJPSA-N",498.289978190611,0.373173799391683,0.373173799391683,"C"
"3.2","hmgu","hexadecanoic acid","IPCSVZSSVZVIGE","neg",1,1,"[M - H]-","C16H32O2","C16H32O2","IPCSVZSSVZVIGE-UHFFFAOYSA-N",255.232702815919,0.0532984959127981,0.0532984959127981,"D"
"3.2","hmgu","hexanal","JARKCYVAAOWBJS","pos",1,10,"[M + Na]+","C6H12O","C6H12O","JARKCYVAAOWBJS-UHFFFAOYSA-N",NA,NA,NA,"D"
"3.2","hmgu","hexadecanedioic acid","QQHJDPROMQRDLA","neg",1,1,"[M - H]-","C16H30O4","C16H30O4","QQHJDPROMQRDLA-UHFFFAOYSA-N",285.207151389297,0.126776172250225,0.126776172250225,"C"
"3.3","cembio","(S)-lipoic acid","AGBQKNBQESQNJD","neg",1,1,"[M - H]-","C8H14O2S2","C8H14O2S2","AGBQKNBQESQNJD-ZETCQYMHSA-N",205.036407470703,0.716770075196868,0.716770075196868,"C"
"3.3","cembio","(S)-lipoic acid","AGBQKNBQESQNJD","pos",2,3,"[M + Na]+","C8H14O2S2","C8H14O2S2","AGBQKNBQESQNJD-ZETCQYMHSA-N",NA,NA,NA,"D"
"3.3","cembio","bilirubin IXalpha","BPYKTIZUTYGOLE","pos",1,1,"[M + H]+","C33H36N4O6","C33H36N4O6","BPYKTIZUTYGOLE-IFADSCNNSA-N",585.269775390625,0.22741575131125,0.22741575131125,"C"
"3.3","cembio","5-phenylpentanoic acid","BYHDDXPKOZIZRV","neg",2,1,"[M - H]-","C11H14O2","C11H14O2","BYHDDXPKOZIZRV-UHFFFAOYSA-N",177.092102050781,0.573807587087059,0.857584205198059,"B"
"3.3","cembio","2-hydroxyoctanoic acid","JKRDADVRIYVCCY","neg",1,1,"[M - H]-","C8H16O3","C8H16O3","JKRDADVRIYVCCY-UHFFFAOYSA-N",159.102401733398,0.671790391092678,0.899802753311687,"A"
"3.3","cembio","2-hydroxyoctanoic acid","JKRDADVRIYVCCY","pos",1,8,"[M + H]+;[M + Na]+","C8H16O3","C8H16O3","JKRDADVRIYVCCY-UHFFFAOYSA-N",NA,NA,NA,"D"
"3.3","cembio","Dipropyl hexanedioate","NKOUWLLFHNBUDW","pos",1,1,"[M + H]+;[M + Na]+","C12H22O4","C12H22O4","NKOUWLLFHNBUDW-UHFFFAOYSA-N",231.159393310547,0.703858715789535,0.703858715789535,"C"
"3.3","cembio","estriol","PROQIPRRNZUXQM","neg",1,1,"[M - H]-","C18H24O3","C18H24O3","PROQIPRRNZUXQM-ZXXIGWHRSA-N",287.165405273438,0.865189738795851,0.965491076532216,"C"
"3.3","cembio","progesterone","RJKFOVLPORLFTN","pos",1,1,"[M + H]+","C21H30O2","C21H30O2","RJKFOVLPORLFTN-LEKSSAKUSA-N",315.232788085938,0.907968839340249,0.907968839340249,"C"
"3.3","cembio","undecanoic acid","ZDPHROOEEOARMN","neg",1,1,"[M - H]-","C11H22O2","C11H22O2","ZDPHROOEEOARMN-UHFFFAOYSA-N",185.154602050781,0.132417678088359,0.131123141197302,"C"
"3.3","hmgu","2-hydroxyoctanoic acid","JKRDADVRIYVCCY","neg",1,1,"[M - H]-","C8H16O3","C8H16O3","JKRDADVRIYVCCY-UHFFFAOYSA-N",159.102114330632,0.648453765734683,0.648453765734683,"A"
"3.3","hmgu","2-hydroxyoctanoic acid","JKRDADVRIYVCCY","pos",1,15,"[M + Na]+","C8H16O3","C8H16O3","JKRDADVRIYVCCY-UHFFFAOYSA-N",NA,NA,NA,"D"
"3.3","hmgu","undecanoic acid","ZDPHROOEEOARMN","neg",1,1,"[M - H]-","C11H22O2","C11H22O2","ZDPHROOEEOARMN-UHFFFAOYSA-N",185.154614198783,0.191807123205149,0.223694709255628,"C"
"3.3","hmgu","undecanoic acid","ZDPHROOEEOARMN","pos",1,9,"[M + H]+","C11H22O2","C11H22O2","ZDPHROOEEOARMN-UHFFFAOYSA-N",NA,NA,NA,"D"
